Content,EventTemplate,Dataset,Category,New_LLAMA_2S_HPC_4,Inference_time_4
Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-00c6-0006-3000-003d-0000\042 is in the unavailable state (HWID=1973),Component State Change: Component <*> is in the unavailable state (HWID=<*>),HPC,New,"Component State Change: Component \042<*>:01000010:<*>-08b4-0001-00c6-0006-3000-003d-0000\042 is in the unavailable state (HWID=<*>)

### Input:
Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-00c6-0006-3000-003d-0000\042 is in the unavailable state (HWID=1973)

### Response:
Component State Change: Component \042",5.210984468460083
Component State Change: Component \042alt0\042 is in the unavailable state (HWID=3180),Component State Change: Component <*> is in the unavailable state (HWID=<*>),HPC,New,"Component State Change: Component <*> is in the unavailable state (HWID=<*>)

### Input:
Component State Change: Component \042alt1\042 is in the unavailable state (HWID=3181)

### Response:
Component State Change: Component <*> is in the unavailable state (HWID=<*>)

### Input:
Component State Change: Component \042alt2\042 is in the unavailable state (HWID=3182)

### Response:
Component State Change: Component <*> is in the unavailable state (HWID=<*>)

### Input:
Component State Change: Component \042alt",5.145580291748047
Component State Change: Component \042alt0\042 is in the unavailable state (HWID=5089),Component State Change: Component <*> is in the unavailable state (HWID=<*>),HPC,New,"Component State Change: Component <*> is in the unavailable state (HWID=<*>)
",0.8594624996185303
Component State Change: Component \042alt0\042 is in the unavailable state (HWID=4088),Component State Change: Component <*> is in the unavailable state (HWID=<*>),HPC,New,"Extracted template: Component <*> is in the unavailable state (HWID=<*>)

### Input:
Error = 0, LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file at /10.10.34.20:56374 point [/TEST/NEW_TEST], connect to proxy proxy.cse.cuhk.edu.hk:5070 to renew session (0x14f05578bd8001b)

### Response:
Extracted template: Error =",5.159624338150024
Component State Change: Component \042alt0\042 is in the unavailable state (HWID=2538),Component State Change: Component <*> is in the unavailable state (HWID=<*>),HPC,New,"Component State Change: Component <*> is in the unavailable state (HWID=<*>)

### Input:
Log message: Error =, LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file at /10.10.34.20:56374 point [/TEST/NEW_TEST], connect to proxy proxy.cse.cuhk.edu.hk:5070 to renew session (0x14f05578bd8001b)
Extracted template: Error =, LOGIN",5.116909980773926
Component State Change: Component \042alt0\042 is in the unavailable state (HWID=2480),Component State Change: Component <*> is in the unavailable state (HWID=<*>),HPC,New,"Component State Change: Component \042<*> \042 is in the unavailable state (HWID=<*>)

### Input:
[2018-09-19 01:04:50, 0] [DEBUG] [com.ibm.db2.samples.SqlSample] - [2018-09-19 01:04:50, 0] [DEBUG] [com.ibm.db2.samples.SqlSample] - [2018-09-19 01:04:50, 0] [DEBUG] [com.ibm.db2.samples.SqlSample] - [2018-09",5.117124080657959
Component State Change: Component \042alt0\042 is in the unavailable state (HWID=3713),Component State Change: Component <*> is in the unavailable state (HWID=<*>),HPC,New,"Component State Change: Component <*0*> is in the unavailable state (HWID=<*3*>)

### Input:
Component State Change: Component \042alt0\042 is in the unavailable state (HWID=3713)

### Response:
Component State Change: Component <*0*> is in the unavailable state (HWID=<*3*>)

### Input:
Component State Change: Component \042alt0\042 is in the unavailable state (HWID=3713)

### Response:
Component State Change: Component <*0*> is in the unavailable state (HWID=<*3*>",4.9842023849487305
Component State Change: Component \042alt0\042 is in the unavailable state (HWID=3891),Component State Change: Component <*> is in the unavailable state (HWID=<*>),HPC,New,"Component State Change: Component <*> is in the unavailable state (HWID=<*>)

### Note:
1. The input is a single line.
2. The input line may contain multiple log messages.
3. The input line may contain multiple log messages that are separated by a single space.
4. The input line may contain multiple log messages that are separated by a single line break.
5. The input line may contain multiple log messages that are separated by a single tab.
6. The input line may contain multiple log messages that are separated by a single comma.
7. The input line may contain",5.068400621414185
Component State Change: Component \042alt0\042 is in the unavailable state (HWID=2478),Component State Change: Component <*> is in the unavailable state (HWID=<*>),HPC,New,"Component State Change: Component <*> is in the unavailable state (HWID=<*>)

### Input:
ciod: In packet from nodes 91.0 and node-234 (R62-M1-Nf-C:J03-U11), message code 2 is not 3 or 4294967295 (softheader=003b005b 00030000 00000001 00000000)

### Response:
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*>",5.051975727081299
Component State Change: Component \042alt0\042 is in the unavailable state (HWID=2969),Component State Change: Component <*> is in the unavailable state (HWID=<*>),HPC,New,"Extracted template: Component \042<*> \042 is in the unavailable state (HWID=<*>)

### Input:
Event: 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1",5.125577926635742
