Content,EventTemplate,Dataset,Category,Unseen_Mistral_FT_BGL_4,Inference_time_4
generating core.2275,generating core.<*>,BGL,Unseen,generating core.<*>,0.49561381340026855
generating core.862,generating core.<*>,BGL,Unseen,generating core.<*>,0.4967334270477295
generating core.728,generating core.<*>,BGL,Unseen,generating core.<*>,0.4960358142852783
generating core.775,generating core.<*>,BGL,Unseen,generating core.<*>,0.4950122833251953
generating core.3276,generating core.<*>,BGL,Unseen,generating core.<*>,0.49830198287963867
generating core.1717,generating core.<*>,BGL,Unseen,generating core.<*>,0.4930243492126465
generating core.3919,generating core.<*>,BGL,Unseen,generating core.<*>,0.4951355457305908
generating core.2079,generating core.<*>,BGL,Unseen,generating core.<*>,0.5005521774291992
generating core.1414,generating core.<*>,BGL,Unseen,generating core.<*>,0.499208927154541
generating core.3055,generating core.<*>,BGL,Unseen,generating core.<*>,0.49669694900512695
generating core.201,generating core.<*>,BGL,Unseen,generating core.<*>,0.49928951263427734
generating core.1125,generating core.<*>,BGL,Unseen,generating core.<*>,0.4981985092163086
generating core.412,generating core.<*>,BGL,Unseen,generating core.<*>,0.49216365814208984
generating core.7828,generating core.<*>,BGL,Unseen,generating core.<*>,0.4960939884185791
generating core.5570,generating core.<*>,BGL,Unseen,generating core.<*>,0.49503445625305176
generating core.8275,generating core.<*>,BGL,Unseen,generating core.<*>,0.49799513816833496
generating core.4183,generating core.<*>,BGL,Unseen,generating core.<*>,0.5001459121704102
generating core.6545,generating core.<*>,BGL,Unseen,generating core.<*>,0.5103201866149902
generating core.4245,generating core.<*>,BGL,Unseen,generating core.<*>,0.49877142906188965
generating core.6884,generating core.<*>,BGL,Unseen,generating core.<*>,0.4980740547180176
generating core.6471,generating core.<*>,BGL,Unseen,generating core.<*>,0.4989814758300781
generating core.4155,generating core.<*>,BGL,Unseen,generating core.<*>,0.49663877487182617
generating core.449,generating core.<*>,BGL,Unseen,generating core.<*>,0.4979593753814697
generating core.6990,generating core.<*>,BGL,Unseen,generating core.<*>,0.4973018169403076
generating core.4876,generating core.<*>,BGL,Unseen,generating core.<*>,0.498593807220459
generating core.2218,generating core.<*>,BGL,Unseen,generating core.<*>,0.4962310791015625
generating core.7518,generating core.<*>,BGL,Unseen,generating core.<*>,0.49499082565307617
generating core.5854,generating core.<*>,BGL,Unseen,generating core.<*>,0.49412083625793457
generating core.7457,generating core.<*>,BGL,Unseen,generating core.<*>,0.4995882511138916
generating core.6896,generating core.<*>,BGL,Unseen,generating core.<*>,0.4912891387939453
generating core.3488,generating core.<*>,BGL,Unseen,generating core.<*>,0.49536728858947754
generating core.1172,generating core.<*>,BGL,Unseen,generating core.<*>,0.49584293365478516
generating core.2286,generating core.<*>,BGL,Unseen,generating core.<*>,0.49805235862731934
generating core.786,generating core.<*>,BGL,Unseen,generating core.<*>,0.4979569911956787
generating core.2680,generating core.<*>,BGL,Unseen,generating core.<*>,0.4960768222808838
generating core.1524,generating core.<*>,BGL,Unseen,generating core.<*>,0.49223828315734863
generating core.4937,generating core.<*>,BGL,Unseen,generating core.<*>,0.4979226589202881
generating core.6801,generating core.<*>,BGL,Unseen,generating core.<*>,0.49445343017578125
generating core.4368,generating core.<*>,BGL,Unseen,generating core.<*>,0.5026531219482422
generating core.851,generating core.<*>,BGL,Unseen,generating core.<*>,0.5059690475463867
generating core.1744,generating core.<*>,BGL,Unseen,generating core.<*>,0.5046985149383545
generating core.1588,generating core.<*>,BGL,Unseen,generating core.<*>,0.5136547088623047
generating core.5307,generating core.<*>,BGL,Unseen,generating core.<*>,0.5010979175567627
generating core.7192,generating core.<*>,BGL,Unseen,generating core.<*>,0.5019221305847168
generating core.430,generating core.<*>,BGL,Unseen,generating core.<*>,0.5009121894836426
generating core.174,generating core.<*>,BGL,Unseen,generating core.<*>,0.4972209930419922
generating core.976,generating core.<*>,BGL,Unseen,generating core.<*>,0.49959444999694824
generating core.1990,generating core.<*>,BGL,Unseen,generating core.<*>,0.4983034133911133
generating core.3638,generating core.<*>,BGL,Unseen,generating core.<*>,0.49634695053100586
generating core.2690,generating core.<*>,BGL,Unseen,generating core.<*>,0.4972367286682129
generating core.3804,generating core.<*>,BGL,Unseen,generating core.<*>,0.5075352191925049
generating core.418,generating core.<*>,BGL,Unseen,generating core.<*>,0.502617597579956
generating core.310,generating core.<*>,BGL,Unseen,generating core.<*>,0.5040106773376465
generating core.2409,generating core.<*>,BGL,Unseen,generating core.<*>,0.5036106109619141
generating core.4182,generating core.<*>,BGL,Unseen,generating core.<*>,0.5020027160644531
generating core.8153,generating core.<*>,BGL,Unseen,generating core.<*>,0.5075576305389404
generating core.7836,generating core.<*>,BGL,Unseen,generating core.<*>,0.5036745071411133
generating core.2911,generating core.<*>,BGL,Unseen,generating core.<*>,0.5032505989074707
generating core.2921,generating core.<*>,BGL,Unseen,generating core.<*>,0.5004451274871826
generating core.122,generating core.<*>,BGL,Unseen,generating core.<*>,0.5006825923919678
generating core.1973,generating core.<*>,BGL,Unseen,generating core.<*>,0.4983987808227539
generating core.4984,generating core.<*>,BGL,Unseen,generating core.<*>,0.5046083927154541
generating core.1822,generating core.<*>,BGL,Unseen,generating core.<*>,0.5052824020385742
generating core.3265,generating core.<*>,BGL,Unseen,generating core.<*>,0.5057291984558105
generating core.2599,generating core.<*>,BGL,Unseen,generating core.<*>,0.5000951290130615
generating core.1818,generating core.<*>,BGL,Unseen,generating core.<*>,0.49664759635925293
generating core.1694,generating core.<*>,BGL,Unseen,generating core.<*>,0.5005326271057129
generating core.3401,generating core.<*>,BGL,Unseen,generating core.<*>,0.49709391593933105
generating core.25350,generating core.<*>,BGL,Unseen,generating core.<*>,0.4980127811431885
generating core.1820,generating core.<*>,BGL,Unseen,generating core.<*>,0.49644017219543457
generating core.254,generating core.<*>,BGL,Unseen,generating core.<*>,0.49833130836486816
generating core.1887,generating core.<*>,BGL,Unseen,generating core.<*>,0.4980950355529785
generating core.8280,generating core.<*>,BGL,Unseen,generating core.<*>,0.4976077079772949
generating core.12357,generating core.<*>,BGL,Unseen,generating core.<*>,0.4998743534088135
ciod: Message code 0 is not 51 or 4294967295,ciod: Message code <*> is not <*> or <*>,BGL,Unseen,ciod: Message code <*> is not <*> or <*>,1.0591936111450195
generating core.2522,generating core.<*>,BGL,Unseen,generating core.<*>,0.5038588047027588
generating core.1711,generating core.<*>,BGL,Unseen,generating core.<*>,0.4983522891998291
generating core.2332,generating core.<*>,BGL,Unseen,generating core.<*>,0.498035192489624
generating core.4505,generating core.<*>,BGL,Unseen,generating core.<*>,0.4939000606536865
generating core.1521,generating core.<*>,BGL,Unseen,generating core.<*>,0.49533534049987793
data store interrupt caused by dcbf.........0,data store interrupt caused by dcbf.........<*>,BGL,Unseen,data store interrupt caused by dcbf.........<*>,0.8627195358276367
data store interrupt caused by dcbf.........0,data store interrupt caused by dcbf.........<*>,BGL,Unseen,data store interrupt caused by dcbf.........<*>,0.8673148155212402
program interrupt: privileged instruction...0,program interrupt: privileged instruction...<*>,BGL,Unseen,program interrupt: privileged instruction...<*>,0.7473893165588379
program interrupt: privileged instruction...0,program interrupt: privileged instruction...<*>,BGL,Unseen,program interrupt: privileged instruction...<*>,0.7501177787780762
data store interrupt caused by icbi.........0,data store interrupt caused by icbi.........<*>,BGL,Unseen,data store interrupt caused by icbi.........<*>,0.8628084659576416
data store interrupt caused by icbi.........0,data store interrupt caused by icbi.........<*>,BGL,Unseen,data store interrupt caused by icbi.........<*>,0.8571135997772217
data store interrupt caused by icbi.........0,data store interrupt caused by icbi.........<*>,BGL,Unseen,data store interrupt caused by icbi.........<*>,0.8680903911590576
byte ordering exception.....................0,byte ordering exception.....................<*>,BGL,Unseen,byte ordering exception.....................<*>,0.6193146705627441
byte ordering exception.....................0,byte ordering exception.....................<*>,BGL,Unseen,byte ordering exception.....................<*>,0.6245346069335938
data address space................0,data address space................<*>,BGL,Unseen,data address space................<*>,0.55784010887146
data address space................0,data address space................<*>,BGL,Unseen,data address space................<*>,0.556788444519043
guaranteed data cache block touch........1,guaranteed data cache block touch........<*>,BGL,Unseen,guaranteed data cache block touch........<*>,0.8030412197113037
