Content,EventTemplate,Dataset,Category,Unseen_Mistral_FT_BGL_2,Inference_time_2
generating core.2275,generating core.<*>,BGL,Unseen,generating core.<*>,0.5029029846191406
generating core.862,generating core.<*>,BGL,Unseen,generating core.<*>,0.4985053539276123
generating core.728,generating core.<*>,BGL,Unseen,generating core.<*>,0.49825620651245117
generating core.775,generating core.<*>,BGL,Unseen,generating core.<*>,0.4952237606048584
generating core.3276,generating core.<*>,BGL,Unseen,generating core.<*>,0.4929211139678955
generating core.1717,generating core.<*>,BGL,Unseen,generating core.<*>,0.4904019832611084
generating core.3919,generating core.<*>,BGL,Unseen,generating core.<*>,0.4920346736907959
generating core.2079,generating core.<*>,BGL,Unseen,generating core.<*>,0.49809980392456055
generating core.1414,generating core.<*>,BGL,Unseen,generating core.<*>,0.5004420280456543
generating core.3055,generating core.<*>,BGL,Unseen,generating core.<*>,0.5015225410461426
generating core.201,generating core.<*>,BGL,Unseen,generating core.<*>,0.508662223815918
generating core.1125,generating core.<*>,BGL,Unseen,generating core.<*>,0.49021410942077637
generating core.412,generating core.<*>,BGL,Unseen,generating core.<*>,0.49431657791137695
generating core.7828,generating core.<*>,BGL,Unseen,generating core.<*>,0.5047950744628906
generating core.5570,generating core.<*>,BGL,Unseen,generating core.<*>,0.49702024459838867
generating core.8275,generating core.<*>,BGL,Unseen,generating core.<*>,0.4958815574645996
generating core.4183,generating core.<*>,BGL,Unseen,generating core.<*>,0.5140700340270996
generating core.6545,generating core.<*>,BGL,Unseen,generating core.<*>,0.5126197338104248
generating core.4245,generating core.<*>,BGL,Unseen,generating core.<*>,0.5168051719665527
generating core.6884,generating core.<*>,BGL,Unseen,generating core.<*>,0.5013575553894043
generating core.6471,generating core.<*>,BGL,Unseen,generating core.<*>,0.5021886825561523
generating core.4155,generating core.<*>,BGL,Unseen,generating core.<*>,0.4969344139099121
generating core.449,generating core.<*>,BGL,Unseen,generating core.<*>,0.5030066967010498
generating core.6990,generating core.<*>,BGL,Unseen,generating core.<*>,0.501582145690918
generating core.4876,generating core.<*>,BGL,Unseen,generating core.<*>,0.5024638175964355
generating core.2218,generating core.<*>,BGL,Unseen,generating core.<*>,0.5009334087371826
generating core.7518,generating core.<*>,BGL,Unseen,generating core.<*>,0.4996051788330078
generating core.5854,generating core.<*>,BGL,Unseen,generating core.<*>,0.5022826194763184
generating core.7457,generating core.<*>,BGL,Unseen,generating core.<*>,0.5171945095062256
generating core.6896,generating core.<*>,BGL,Unseen,generating core.<*>,0.5084972381591797
generating core.3488,generating core.<*>,BGL,Unseen,generating core.<*>,0.5001082420349121
generating core.1172,generating core.<*>,BGL,Unseen,generating core.<*>,0.4988596439361572
generating core.2286,generating core.<*>,BGL,Unseen,generating core.<*>,0.5298271179199219
generating core.786,generating core.<*>,BGL,Unseen,generating core.<*>,0.4971799850463867
generating core.2680,generating core.<*>,BGL,Unseen,generating core.<*>,0.4965484142303467
generating core.1524,generating core.<*>,BGL,Unseen,generating core.<*>,0.5027844905853271
generating core.4937,generating core.<*>,BGL,Unseen,generating core.<*>,0.5170793533325195
generating core.6801,generating core.<*>,BGL,Unseen,generating core.<*>,0.5033700466156006
generating core.4368,generating core.<*>,BGL,Unseen,generating core.<*>,0.5108475685119629
generating core.851,generating core.<*>,BGL,Unseen,generating core.<*>,0.511699914932251
generating core.1744,generating core.<*>,BGL,Unseen,generating core.<*>,0.5149044990539551
generating core.1588,generating core.<*>,BGL,Unseen,generating core.<*>,0.504188060760498
generating core.5307,generating core.<*>,BGL,Unseen,generating core.<*>,0.5029840469360352
generating core.7192,generating core.<*>,BGL,Unseen,generating core.<*>,0.5012400150299072
generating core.430,generating core.<*>,BGL,Unseen,generating core.<*>,0.5068182945251465
generating core.174,generating core.<*>,BGL,Unseen,generating core.<*>,0.5094807147979736
generating core.976,generating core.<*>,BGL,Unseen,generating core.<*>,0.5001602172851562
generating core.1990,generating core.<*>,BGL,Unseen,generating core.<*>,0.49774861335754395
generating core.3638,generating core.<*>,BGL,Unseen,generating core.<*>,0.49793219566345215
generating core.2690,generating core.<*>,BGL,Unseen,generating core.<*>,0.49668002128601074
generating core.3804,generating core.<*>,BGL,Unseen,generating core.<*>,0.497805118560791
generating core.418,generating core.<*>,BGL,Unseen,generating core.<*>,0.49840664863586426
generating core.310,generating core.<*>,BGL,Unseen,generating core.<*>,0.5102701187133789
generating core.2409,generating core.<*>,BGL,Unseen,generating core.<*>,0.4994645118713379
generating core.4182,generating core.<*>,BGL,Unseen,generating core.<*>,0.5020389556884766
generating core.8153,generating core.<*>,BGL,Unseen,generating core.<*>,0.49186205863952637
generating core.7836,generating core.<*>,BGL,Unseen,generating core.<*>,0.49622464179992676
generating core.2911,generating core.<*>,BGL,Unseen,generating core.<*>,0.5003588199615479
generating core.2921,generating core.<*>,BGL,Unseen,generating core.<*>,0.4986093044281006
generating core.122,generating core.<*>,BGL,Unseen,generating core.<*>,0.4901900291442871
generating core.1973,generating core.<*>,BGL,Unseen,generating core.<*>,0.4917714595794678
generating core.4984,generating core.<*>,BGL,Unseen,generating core.<*>,0.4996821880340576
generating core.1822,generating core.<*>,BGL,Unseen,generating core.<*>,0.5011913776397705
generating core.3265,generating core.<*>,BGL,Unseen,generating core.<*>,0.4968574047088623
generating core.2599,generating core.<*>,BGL,Unseen,generating core.<*>,0.4938070774078369
generating core.1818,generating core.<*>,BGL,Unseen,generating core.<*>,0.495990514755249
generating core.1694,generating core.<*>,BGL,Unseen,generating core.<*>,0.5080471038818359
generating core.3401,generating core.<*>,BGL,Unseen,generating core.<*>,0.4979736804962158
generating core.25350,generating core.<*>,BGL,Unseen,generating core.<*>,0.5082776546478271
generating core.1820,generating core.<*>,BGL,Unseen,generating core.<*>,0.49718713760375977
generating core.254,generating core.<*>,BGL,Unseen,generating core.<*>,0.5030827522277832
generating core.1887,generating core.<*>,BGL,Unseen,generating core.<*>,0.4963233470916748
generating core.8280,generating core.<*>,BGL,Unseen,generating core.<*>,0.5162489414215088
generating core.12357,generating core.<*>,BGL,Unseen,generating core.<*>,0.49988794326782227
ciod: Message code 0 is not 51 or 4294967295,ciod: Message code <*> is not <*> or <*>,BGL,Unseen,ciod: Message code <*> is not <*> or <*>,1.0600602626800537
generating core.2522,generating core.<*>,BGL,Unseen,generating core.<*>,0.4977264404296875
generating core.1711,generating core.<*>,BGL,Unseen,generating core.<*>,0.4984560012817383
generating core.2332,generating core.<*>,BGL,Unseen,generating core.<*>,0.4984579086303711
generating core.4505,generating core.<*>,BGL,Unseen,generating core.<*>,0.4961678981781006
generating core.1521,generating core.<*>,BGL,Unseen,generating core.<*>,0.49932241439819336
data store interrupt caused by dcbf.........0,data store interrupt caused by dcbf.........<*>,BGL,Unseen,data store interrupt caused by dcbf.........<*>,0.8696353435516357
data store interrupt caused by dcbf.........0,data store interrupt caused by dcbf.........<*>,BGL,Unseen,data store interrupt caused by dcbf.........<*>,0.8757188320159912
program interrupt: privileged instruction...0,program interrupt: privileged instruction...<*>,BGL,Unseen,program interrupt: privileged instruction...<*>,0.762322187423706
program interrupt: privileged instruction...0,program interrupt: privileged instruction...<*>,BGL,Unseen,program interrupt: privileged instruction...<*>,0.7584915161132812
data store interrupt caused by icbi.........0,data store interrupt caused by icbi.........<*>,BGL,Unseen,data store interrupt caused by icbi.........<*>,0.8723785877227783
data store interrupt caused by icbi.........0,data store interrupt caused by icbi.........<*>,BGL,Unseen,data store interrupt caused by icbi.........<*>,0.8795902729034424
