Content,EventTemplate,Dataset,Category,Unseen_Mistral_FT_BGL_1,Inference_time_1
generating core.2275,generating core.<*>,BGL,Unseen,generating core.<*>,5.038048028945923
generating core.862,generating core.<*>,BGL,Unseen,generating core.<*>,0.5053696632385254
generating core.728,generating core.<*>,BGL,Unseen,generating core.<*>,0.5030484199523926
generating core.775,generating core.<*>,BGL,Unseen,generating core.<*>,0.5044739246368408
generating core.3276,generating core.<*>,BGL,Unseen,generating core.<*>,0.5058803558349609
generating core.1717,generating core.<*>,BGL,Unseen,generating core.<*>,0.504817008972168
generating core.3919,generating core.<*>,BGL,Unseen,generating core.<*>,0.502342939376831
generating core.2079,generating core.<*>,BGL,Unseen,generating core.<*>,0.4974098205566406
generating core.1414,generating core.<*>,BGL,Unseen,generating core.<*>,0.5045831203460693
generating core.3055,generating core.<*>,BGL,Unseen,generating core.<*>,0.5013117790222168
generating core.201,generating core.<*>,BGL,Unseen,generating core.<*>,0.5061311721801758
generating core.1125,generating core.<*>,BGL,Unseen,generating core.<*>,0.4996664524078369
generating core.412,generating core.<*>,BGL,Unseen,generating core.<*>,0.5030734539031982
generating core.7828,generating core.<*>,BGL,Unseen,generating core.<*>,0.5037379264831543
generating core.5570,generating core.<*>,BGL,Unseen,generating core.<*>,0.49716782569885254
generating core.8275,generating core.<*>,BGL,Unseen,generating core.<*>,0.49539875984191895
generating core.4183,generating core.<*>,BGL,Unseen,generating core.<*>,0.5074548721313477
generating core.6545,generating core.<*>,BGL,Unseen,generating core.<*>,0.5041589736938477
generating core.4245,generating core.<*>,BGL,Unseen,generating core.<*>,0.5105371475219727
generating core.6884,generating core.<*>,BGL,Unseen,generating core.<*>,0.5041337013244629
generating core.6471,generating core.<*>,BGL,Unseen,generating core.<*>,0.5098028182983398
generating core.4155,generating core.<*>,BGL,Unseen,generating core.<*>,0.5043113231658936
generating core.449,generating core.<*>,BGL,Unseen,generating core.<*>,0.5074403285980225
generating core.6990,generating core.<*>,BGL,Unseen,generating core.<*>,0.5018103122711182
generating core.4876,generating core.<*>,BGL,Unseen,generating core.<*>,0.505354642868042
generating core.2218,generating core.<*>,BGL,Unseen,generating core.<*>,0.5033862590789795
generating core.7518,generating core.<*>,BGL,Unseen,generating core.<*>,0.5012688636779785
generating core.5854,generating core.<*>,BGL,Unseen,generating core.<*>,0.5021803379058838
generating core.7457,generating core.<*>,BGL,Unseen,generating core.<*>,0.49477577209472656
generating core.6896,generating core.<*>,BGL,Unseen,generating core.<*>,0.49728870391845703
generating core.3488,generating core.<*>,BGL,Unseen,generating core.<*>,0.5110194683074951
generating core.1172,generating core.<*>,BGL,Unseen,generating core.<*>,0.5008153915405273
generating core.2286,generating core.<*>,BGL,Unseen,generating core.<*>,0.5002753734588623
generating core.786,generating core.<*>,BGL,Unseen,generating core.<*>,0.5029110908508301
generating core.2680,generating core.<*>,BGL,Unseen,generating core.<*>,0.5014469623565674
generating core.1524,generating core.<*>,BGL,Unseen,generating core.<*>,0.5030763149261475
generating core.4937,generating core.<*>,BGL,Unseen,generating core.<*>,0.49642229080200195
generating core.6801,generating core.<*>,BGL,Unseen,generating core.<*>,0.5009465217590332
generating core.4368,generating core.<*>,BGL,Unseen,generating core.<*>,0.5011184215545654
generating core.851,generating core.<*>,BGL,Unseen,generating core.<*>,0.5036556720733643
generating core.1744,generating core.<*>,BGL,Unseen,generating core.<*>,0.5053794384002686
generating core.1588,generating core.<*>,BGL,Unseen,generating core.<*>,0.5035183429718018
generating core.5307,generating core.<*>,BGL,Unseen,generating core.<*>,0.5021014213562012
generating core.7192,generating core.<*>,BGL,Unseen,generating core.<*>,0.5045008659362793
generating core.430,generating core.<*>,BGL,Unseen,generating core.<*>,0.4999971389770508
generating core.174,generating core.<*>,BGL,Unseen,generating core.<*>,0.502871036529541
generating core.976,generating core.<*>,BGL,Unseen,generating core.<*>,0.5020160675048828
generating core.1990,generating core.<*>,BGL,Unseen,generating core.<*>,0.50199294090271
generating core.3638,generating core.<*>,BGL,Unseen,generating core.<*>,0.5032546520233154
generating core.2690,generating core.<*>,BGL,Unseen,generating core.<*>,0.49730515480041504
generating core.3804,generating core.<*>,BGL,Unseen,generating core.<*>,0.5036604404449463
generating core.418,generating core.<*>,BGL,Unseen,generating core.<*>,0.5002353191375732
generating core.310,generating core.<*>,BGL,Unseen,generating core.<*>,0.498004674911499
generating core.2409,generating core.<*>,BGL,Unseen,generating core.<*>,0.500723123550415
generating core.4182,generating core.<*>,BGL,Unseen,generating core.<*>,0.5043933391571045
generating core.8153,generating core.<*>,BGL,Unseen,generating core.<*>,0.49985432624816895
generating core.7836,generating core.<*>,BGL,Unseen,generating core.<*>,0.4974522590637207
generating core.2911,generating core.<*>,BGL,Unseen,generating core.<*>,0.4981043338775635
generating core.2921,generating core.<*>,BGL,Unseen,generating core.<*>,0.502784013748169
generating core.122,generating core.<*>,BGL,Unseen,generating core.<*>,0.5048582553863525
generating core.1973,generating core.<*>,BGL,Unseen,generating core.<*>,0.501990556716919
generating core.4984,generating core.<*>,BGL,Unseen,generating core.<*>,0.49962496757507324
generating core.1822,generating core.<*>,BGL,Unseen,generating core.<*>,0.4950287342071533
generating core.3265,generating core.<*>,BGL,Unseen,generating core.<*>,0.5086414813995361
generating core.2599,generating core.<*>,BGL,Unseen,generating core.<*>,0.49360203742980957
generating core.1818,generating core.<*>,BGL,Unseen,generating core.<*>,0.5043578147888184
generating core.1694,generating core.<*>,BGL,Unseen,generating core.<*>,0.4946446418762207
generating core.3401,generating core.<*>,BGL,Unseen,generating core.<*>,0.5006401538848877
generating core.25350,generating core.<*>,BGL,Unseen,generating core.<*>,0.5025336742401123
generating core.1820,generating core.<*>,BGL,Unseen,generating core.<*>,0.5017938613891602
generating core.254,generating core.<*>,BGL,Unseen,generating core.<*>,0.5021722316741943
generating core.1887,generating core.<*>,BGL,Unseen,generating core.<*>,0.5033526420593262
generating core.8280,generating core.<*>,BGL,Unseen,generating core.<*>,0.5001237392425537
generating core.12357,generating core.<*>,BGL,Unseen,generating core.<*>,0.5007610321044922
ciod: Message code 0 is not 51 or 4294967295,ciod: Message code <*> is not <*> or <*>,BGL,Unseen,ciod: Message code <*> is not <*> or <*>,1.0678706169128418
generating core.2522,generating core.<*>,BGL,Unseen,generating core.<*>,0.49672818183898926
generating core.1711,generating core.<*>,BGL,Unseen,generating core.<*>,0.4955470561981201
generating core.2332,generating core.<*>,BGL,Unseen,generating core.<*>,0.49329495429992676
generating core.4505,generating core.<*>,BGL,Unseen,generating core.<*>,0.501708984375
generating core.1521,generating core.<*>,BGL,Unseen,generating core.<*>,0.5013740062713623
