Content,EventTemplate,Dataset,Category,Unseen_LLAMA_FT_Zookeeper_4,Inference_time_4
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = <*>, error =",4.4255475997924805
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = <*>, error =",0.914024829864502
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = <*>, error =",0.9102439880371094
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*> my id = <*>, error =",0.8453114032745361
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*> my id = <*>, error =",0.8461418151855469
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = <*>, error =",0.8970956802368164
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = <*>, error =",0.9071371555328369
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = <*>, error =",0.9039225578308105
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = <*>, error =",0.9053277969360352
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*> my id = <*>, error =",0.8414390087127686
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = <*>, error =",0.9033515453338623
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = <*>, error =",0.9025981426239014
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = <*>, error =",0.9055221080780029
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = <*>, error =",0.9005336761474609
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = <*>, error =",0.9195106029510498
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = <*>, error =",0.9232559204101562
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = <*>, error =",0.9056806564331055
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = <*>, error =",0.9021694660186768
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = <*>, error =",0.9017322063446045
