Content,EventTemplate,Dataset,Category,Unseen_LLAMA_FT_BGL_2,Inference_time_2
generating core.2275,generating core.<*>,BGL,Unseen,generating core.<*>,0.4518914222717285
generating core.862,generating core.<*>,BGL,Unseen,generating core.<*>,0.4455745220184326
generating core.728,generating core.<*>,BGL,Unseen,generating core.<*>,0.4421379566192627
generating core.775,generating core.<*>,BGL,Unseen,generating core.<*>,0.44492650032043457
generating core.3276,generating core.<*>,BGL,Unseen,generating core.<*>,0.4393026828765869
generating core.1717,generating core.<*>,BGL,Unseen,generating core.<*>,0.4504232406616211
generating core.3919,generating core.<*>,BGL,Unseen,generating core.<*>,0.4413950443267822
generating core.2079,generating core.<*>,BGL,Unseen,generating core.<*>,0.44352173805236816
generating core.1414,generating core.<*>,BGL,Unseen,generating core.<*>,0.443817138671875
generating core.3055,generating core.<*>,BGL,Unseen,generating core.<*>,0.43901634216308594
generating core.201,generating core.<*>,BGL,Unseen,generating core.<*>,0.44553351402282715
generating core.1125,generating core.<*>,BGL,Unseen,generating core.<*>,0.4389212131500244
generating core.412,generating core.<*>,BGL,Unseen,generating core.<*>,0.4453721046447754
generating core.7828,generating core.<*>,BGL,Unseen,generating core.<*>,0.4455745220184326
generating core.5570,generating core.<*>,BGL,Unseen,generating core.<*>,0.44677042961120605
generating core.8275,generating core.<*>,BGL,Unseen,generating core.<*>,0.44804835319519043
generating core.4183,generating core.<*>,BGL,Unseen,generating core.<*>,0.4501359462738037
generating core.6545,generating core.<*>,BGL,Unseen,generating core.<*>,0.4477236270904541
generating core.4245,generating core.<*>,BGL,Unseen,generating core.<*>,0.44867610931396484
generating core.6884,generating core.<*>,BGL,Unseen,generating core.<*>,0.45000648498535156
generating core.6471,generating core.<*>,BGL,Unseen,generating core.<*>,0.4465806484222412
generating core.4155,generating core.<*>,BGL,Unseen,generating core.<*>,0.44980454444885254
generating core.449,generating core.<*>,BGL,Unseen,generating core.<*>,0.4438934326171875
generating core.6990,generating core.<*>,BGL,Unseen,generating core.<*>,0.44823408126831055
generating core.4876,generating core.<*>,BGL,Unseen,generating core.<*>,0.4444589614868164
generating core.2218,generating core.<*>,BGL,Unseen,generating core.<*>,0.4499015808105469
generating core.7518,generating core.<*>,BGL,Unseen,generating core.<*>,0.4476315975189209
generating core.5854,generating core.<*>,BGL,Unseen,generating core.<*>,0.4465208053588867
generating core.7457,generating core.<*>,BGL,Unseen,generating core.<*>,0.44904184341430664
generating core.6896,generating core.<*>,BGL,Unseen,generating core.<*>,0.4396357536315918
