Content,EventTemplate,Dataset,Category,Unseen_LLAMA_FT_BGL_3,Inference_time_3
generating core.2275,generating core.<*>,BGL,Unseen,generating core.<*>,0.47385597229003906
generating core.862,generating core.<*>,BGL,Unseen,generating core.<*>,0.4853060245513916
generating core.728,generating core.<*>,BGL,Unseen,generating core.<*>,0.44855523109436035
generating core.775,generating core.<*>,BGL,Unseen,generating core.<*>,0.4566946029663086
generating core.3276,generating core.<*>,BGL,Unseen,generating core.<*>,0.4549214839935303
generating core.1717,generating core.<*>,BGL,Unseen,generating core.<*>,0.45418357849121094
generating core.3919,generating core.<*>,BGL,Unseen,generating core.<*>,0.4496042728424072
generating core.2079,generating core.<*>,BGL,Unseen,generating core.<*>,0.47931337356567383
generating core.1414,generating core.<*>,BGL,Unseen,generating core.<*>,0.4541299343109131
generating core.3055,generating core.<*>,BGL,Unseen,generating core.<*>,0.449199914932251
generating core.201,generating core.<*>,BGL,Unseen,generating core.<*>,0.4564027786254883
generating core.1125,generating core.<*>,BGL,Unseen,generating core.<*>,0.45130252838134766
generating core.412,generating core.<*>,BGL,Unseen,generating core.<*>,0.4526219367980957
generating core.7828,generating core.<*>,BGL,Unseen,generating core.<*>,0.45401740074157715
generating core.5570,generating core.<*>,BGL,Unseen,generating core.<*>,0.4577646255493164
generating core.8275,generating core.<*>,BGL,Unseen,generating core.<*>,0.4552731513977051
generating core.4183,generating core.<*>,BGL,Unseen,generating core.<*>,0.45380306243896484
generating core.6545,generating core.<*>,BGL,Unseen,generating core.<*>,0.45438623428344727
generating core.4245,generating core.<*>,BGL,Unseen,generating core.<*>,0.4535956382751465
generating core.6884,generating core.<*>,BGL,Unseen,generating core.<*>,0.45424818992614746
generating core.6471,generating core.<*>,BGL,Unseen,generating core.<*>,0.45476698875427246
generating core.4155,generating core.<*>,BGL,Unseen,generating core.<*>,0.45493412017822266
generating core.449,generating core.<*>,BGL,Unseen,generating core.<*>,0.45815587043762207
generating core.6990,generating core.<*>,BGL,Unseen,generating core.<*>,0.47036099433898926
generating core.4876,generating core.<*>,BGL,Unseen,generating core.<*>,0.4720137119293213
generating core.2218,generating core.<*>,BGL,Unseen,generating core.<*>,0.4660212993621826
