Content,EventTemplate,Dataset,Category,Unseen_LLAMA_FT_Linux_4,Inference_time_4
connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> (<*>) at <*>,0.6205990314483643
connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> (<>).<*> at <*> <*>,0.8050286769866943
connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> (<*>) at <*>,0.6173334121704102
connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> (<*>) at <*>,0.6153333187103271
connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> (<*>) at <*>,0.6083087921142578
connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> (<*>) at <*>,0.6153812408447266
connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:02 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> (<*>) at <*>,0.6099517345428467
connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:04 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> (<*>) at <*>,0.6110894680023193
connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> (lns-vlq-45-tou-<*>-<*>-<*>-<*>.adsl.proxad.net) at <*>,2.1574580669403076
connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> at <*>,0.425307035446167
connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> (<*>) at <*>,0.6048576831817627
connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> (<*>) at <*>,0.607781171798706
connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> at <*>,0.4227323532104492
connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:07 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> at <*>,0.4232044219970703
connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:07 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> at <*>,0.42578792572021484
connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> (<*>) at <*>,0.6008946895599365
connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> at <*>,0.4294471740722656
connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> (lns-vlq-45-tou-<*>-<*>-<*>.adsl.proxad.net) at <*>,1.9943275451660156
connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> (<*>) at <*>,0.604642391204834
connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at <*>,1.8837454319000244
connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at <*>,1.8755226135253906
connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> (lns-vlq-45-tou-<*>-<*>-<*>.adsl.proxad.net) at Sat Jun <*> <*>:<*>:<*>,2.4065120220184326
connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:11 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> at <*>,0.4364502429962158
connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:11 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> (<*>) at <*>,0.5999977588653564
connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:11 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> (<*>) at <*>,0.6024596691131592
connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:11 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> (<*>) at <*>,0.6143057346343994
connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:11 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> (<*>) at <*>,0.6194751262664795
connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:12 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> (<*>) at <*>,0.612262487411499
connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:12 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> (<*>) at <*>,0.6105043888092041
connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:12 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> (<*>) at <*>,0.6204643249511719
restart.,restart.,Linux,Unseen,restart.,0.24916696548461914
connection from 222.33.90.199 () at Mon Jun 20 03:40:59 2005,connection from <*> (<*>) at <*>:<*>:<*>,Linux,Unseen,connection from <*> () at <*>,0.48950815200805664
