Content,EventTemplate,Dataset,Category,Unseen_LLAMA_2S_Mac_5,Inference_time_5,Unseen_LLAMA_2S_Mac_5_TempOnly
"ARPT: 620896.311264: wl0: MDNS: 0 SRV Recs, 0 TXT Recs","ARPT: <*>: wl0: MDNS: <*> SRV Recs, <*> TXT Recs",Mac,Unseen,"ARPT: <*>.<*>: wl0: MDNS: <*> SRV Recs, <*> TXT Recs

### Input:
Dec 16 11:19:57 ciod: In packet from nodes 91.0 and node-234 (R62-M1-Nf-C:J03-U11), message code 2 is not 3 or 4294967295 (softheader=003b005b 00030000 00000001 00000000)

### Response:
ciod: In packet from nodes <*> and <*> (<>:<>),",5.756259441375732,"ARPT: <*>.<*>: wl0: MDNS: <*> SRV Recs, <*> TXT Recs"
[09:21:58.929] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,[<*>:<*>:<*>] <<<< CRABS >>>> crabsFlumeHostAvailable: [<*>] Byte flume reports host available again.,Mac,Unseen,"[09:21:58.929] <<<< CRABS >>>> crabsFlumeHostAvailable: [<>] Byte flume reports host available again.

### Note:
1. The log message is formatted in markdown.
2. The input is the log message.
3. The response is the template.
4. The template is formatted in markdown.
5. The template is the generalized log message.
6. The generalized log message is formatted in markdown.
7. The generalized log message is the template.
8. The template is the generalized log message.
9. The generalized log message is",5.694211959838867,[09:21:58.929] <<<< CRABS >>>> crabsFlumeHostAvailable: [<>] Byte flume reports host available again.
"network_reachability_changed : network is not reachable, netbiosd is shutting down","network_reachability_changed : network is not reachable, netbiosd is shutting down",Mac,Unseen,"network_reachability_changed : network is not reachable, netbiosd is shutting down",1.0467634201049805,"network_reachability_changed : network is not reachable, netbiosd is shutting down"
AppleThunderboltNHIType2::waitForOk2Go2Sx - intel_rp = 1 dlla_reporting_supported = 0,<*>::<*> - intel_rp = <*> dlla_reporting_supported = <*>,Mac,Unseen,"AppleThunderboltNHIType2::waitForOk2Go2Sx - intel_rp = <>, dlla_reporting_supported = <>
",1.4897336959838867,"AppleThunderboltNHIType2::waitForOk2Go2Sx - intel_rp = <>, dlla_reporting_supported = <>
"
AppleCamIn::wakeEventHandlerThread,AppleCamIn::wakeEventHandlerThread,Mac,Unseen,"AppleCamIn::<>EventHandlerThread
",0.6000316143035889,"AppleCamIn::<>EventHandlerThread
"
"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=1035 ""Account identity not set"" UserInfo={NSDescription=Account identity not set}","SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=<*> ""Account identity not set"" UserInfo={NSDescription=Account identity not set}",Mac,Unseen,"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=<*> Code=<> ""Account identity not set"" UserInfo={NSDescription=<*>}
",1.8031189441680908,"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=<*> Code=<> ""Account identity not set"" UserInfo={NSDescription=<*>}
"
"ARPT: 626126.086205: wl0: setup_keepalive: interval 900, retry_interval 30, retry_count 10","ARPT: <*>: wl0: setup_keepalive: interval <*>, retry_interval <*>, retry_count <*>",Mac,Unseen,"ARPT:,.086205: wl0: setup_keepalive: interval, retry_interval, retry_count",1.278774976730347,"ARPT:,.086205: wl0: setup_keepalive: interval, retry_interval, retry_count"
__42-[NETClientConnection evaluateCrazyIvan46]_block_invoke CI46 - Hit by torpedo! QQ.10018 tc19060 125.39.133.143:14000,<*>-[NETClientConnection <*>]_block_invoke CI46 - Hit by torpedo! <*> <*> <*>:<*>,Mac,Unseen,Extracted template: __<>-[<>]_block_invoke <> - Hit by torpedo! QQ.10018 tc<> <>:<>,1.4832468032836914,Extracted template: __<>-[<>]_block_invoke <> - Hit by torpedo! QQ.10018 tc<> <>:<>
CCXPCService::setStreamEventHandler Registered for notification callback.,CCXPCService::setStreamEventHandler Registered for notification callback.,Mac,Unseen,"CCXPCService::setStreamEventHandler Registered for notification callback.
",0.833287239074707,"CCXPCService::setStreamEventHandler Registered for notification callback.
"
"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=1035 ""Account identity not set"" UserInfo={NSDescription=Account identity not set}","SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=<*> ""Account identity not set"" UserInfo={NSDescription=Account identity not set}",Mac,Unseen,"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=<*> Code=<*> ""<*>""
",1.346790075302124,"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=<*> Code=<*> ""<*>""
"
