Content,EventTemplate,Dataset,Category,Unseen_LLAMA_2S_Zookeeper_1,Inference_time_1,Unseen_LLAMA_2S_Zookeeper_1_TempOnly
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <>, my id = 1, error = <>

### Instruction:
Extract the template for the following log message. Replace any variable element with the placeholder '<*>'. Do not provide any explanation, only return the template.

### Example 1:
Log message: Error =, LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file at /10.10.34.20:56374 point [/TEST/NEW_TEST], connect to proxy proxy",5.6485350131988525,"Connection broken for id <>, my id = 1, error = <>"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <>, my id = 1, error = <>
",0.9049789905548096,"Connection broken for id <>, my id = 1, error = <>
"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <>, my id = 1, error = <>

### Input:
Connection broken for id 188978561024, my id = 1, error = 0x4b0d0c0d0c0d0c0d

### Response:
Connection broken for id <>, my id = 1, error = <>

### Input:
Connection broken for id 188978561024, my id = 1, error = 0x4b0d0c0d0c0d0c0d

### Response:",5.632280588150024,"Connection broken for id <>, my id = 1, error = <>"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <>, my id = 1, error = <>

### Input:
ciod: In packet from nodes 91.0 and node-234 (R62-M1-Nf-C:J03-U11), message code 2 is not 3 or 4294967295 (softheader=003b005b 00030000 00000001 00000000)

### Response:
ciod: In packet from nodes <>, and <> (<>:<>), message code <> is not <> or <> (softheader=<> <>",5.644212007522583,"Connection broken for id <>, my id = 1, error = <>"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id, my id = 1, error =",0.838590145111084,"Connection broken for id, my id = 1, error ="
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <>, my id = 1, error = <>",0.8933310508728027,"Connection broken for id <>, my id = 1, error = <>"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <>, my id = 1, error = <>
",0.892723798751831,"Connection broken for id <>, my id = 1, error = <>
"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <*>, my id = 1, error = <>
",0.8889327049255371,"Connection broken for id <*>, my id = 1, error = <>
"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <>, my id = <>, error = <>

### Example 3:
Log message: 2016-09-12 12:12:12,123 - INFO - [1234] - Error =, LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file at /10.10.34.20:56374 point [/TEST/NEW_TEST], connect to proxy proxy.cse.cuhk.edu.hk:5070",5.609456539154053,"Connection broken for id <>, my id = <>, error = <>"
"Connection broken for id 188978561024, my id = 1, error =","Connection broken for id <*>, my id = <*>, error =",Zookeeper,Unseen,"Connection broken for id <>, my id = 1, error = <>

### Note:
Please, follow the instruction. Any response that does not comply with the instruction will be considered as incorrect.",2.0337066650390625,"Connection broken for id <>, my id = 1, error = <>"
