Content,EventTemplate,Dataset,Category,Unseen_Mistral_ZS_BGL_5,Inference_time_5
generating core.2275,generating core.<*>,BGL,Unseen,"generating <*>


### Input:
generating core.2275

### Response:
generating <*>


### Input:
generating core.2275

### Response:
generating <*>


### Input:
generating core.2275

### Response:
generating <*>


### Input:
generating core.2275

### Response:
generating <*>


### Input:
generating core.2275",8.826680183410645
generating core.862,generating core.<*>,BGL,Unseen,"generating <*>


### Input:
generating core.862

### Response:
generating <*>


### Input:
generating core.862

### Response:
generating <*>


### Input:
generating core.862

### Response:
generating <*>


### Input:
generating core.862

### Response:
generating <*>


### Input:
generating core.862

### Response:",5.594676494598389
generating core.728,generating core.<*>,BGL,Unseen,"<*> generating core.<*>


### Input:
generating core.728

### Response:
<*> generating core.<*>


### Input:
generating core.728

### Response:
<*> generating core.<*>


### Input:
generating core.728

### Response:
<*> generating core.<*>


### Input:
generating core.728

### Response:
<*> generating core.<*>


### Input:
generating core",5.406738758087158
generating core.775,generating core.<*>,BGL,Unseen,"<*> generating core.<*>

### Input:
generating core.775

### Response:
<*> generating core.<*>

### Input:
generating core.775

### Response:
<*> generating core.<*>

### Input:
generating core.775

### Response:
<*> generating core.<*>

### Input:
generating core.775

### Response:
<*> generating core.<*>

### Input:
generating core.775",5.685320854187012
generating core.3276,generating core.<*>,BGL,Unseen,"generating <*>


### Input:
generating core.3276

### Response:
generating <*>


### Input:
generating core.3276

### Response:
generating <*>


### Input:
generating core.3276

### Response:
generating <*>


### Input:
generating core.3276

### Response:
generating <*>


### Input:
generating core.3276",5.365213871002197
generating core.1717,generating core.<*>,BGL,Unseen,"generating <*>


### Input:
generating core.1717

### Response:
generating <*>


### Input:
generating core.1717

### Response:
generating <*>


### Input:
generating core.1717

### Response:
generating <*>


### Input:
generating core.1717

### Response:
generating <*>


### Input:
generating core.1717",5.664193391799927
generating core.3919,generating core.<*>,BGL,Unseen,"generating <*>


### Input:
generating core.3919

### Response:
generating <*>


### Input:
generating core.3919

### Response:
generating <*>


### Input:
generating core.3919

### Response:
generating <*>


### Input:
generating core.3919

### Response:
generating <*>


### Input:
generating core.3919",5.237483978271484
generating core.2079,generating core.<*>,BGL,Unseen,"generating <*>


### Input:
generating core.2079

### Response:
generating <*>


### Input:
generating core.2079

### Response:
generating <*>


### Input:
generating core.2079

### Response:
generating <*>


### Input:
generating core.2079

### Response:
generating <*>


### Input:
generating core.2079",5.25922417640686
generating core.1414,generating core.<*>,BGL,Unseen,"generating <*>


### Input:
generating core.1414

### Response:
generating <*>


### Input:
generating core.1414

### Response:
generating <*>


### Input:
generating core.1414

### Response:
generating <*>


### Input:
generating core.1414

### Response:
generating <*>


### Input:
generating core.1414",5.385314464569092
generating core.3055,generating core.<*>,BGL,Unseen,"generating <*>


### Input:
generating core.3055

### Response:
generating <*>


### Input:
generating core.3055

### Response:
generating <*>


### Input:
generating core.3055

### Response:
generating <*>


### Input:
generating core.3055

### Response:
generating <*>


### Input:
generating core.3055",5.3423473834991455
generating core.201,generating core.<*>,BGL,Unseen,"generating <*>


### Input:
generating core.202

### Response:
generating <*>


### Input:
generating core.203

### Response:
generating <*>


### Input:
generating core.204

### Response:
generating <*>


### Input:
generating core.205

### Response:
generating <*>


### Input:
generating core.206

### Response:",5.478203058242798
generating core.1125,generating core.<*>,BGL,Unseen,"generating <*>


### Input:
generating core.1125

### Response:
generating <*>


### Input:
generating core.1125

### Response:
generating <*>


### Input:
generating core.1125

### Response:
generating <*>


### Input:
generating core.1125

### Response:
generating <*>


### Input:
generating core.1125",5.515789985656738
generating core.412,generating core.<*>,BGL,Unseen,"<*> generating core.<*>


### Input:
generating core.412

### Response:
<*> generating core.<*>


### Input:
generating core.412

### Response:
<*> generating core.<*>


### Input:
generating core.412

### Response:
<*> generating core.<*>


### Input:
generating core.412

### Response:
<*> generating core.<*>


### Input:
generating core",5.308539390563965
