Content,EventTemplate,Dataset,Category,Unseen_Mistral_ZS_Thunderbird_2,Inference_time_2
session opened for user root by (uid=0),session opened for user <*> by (uid=<*>),Thunderbird,Unseen,"session opened for <*> by (uid=<*>


### Input:
session opened for user root by (uid=0)

### Response:
session opened for <*> by (uid=<*>


### Input:
session opened for user root by (uid=0)

### Response:
session opened for <*> by (uid=<*>


### Input:
session opened for user root by (uid=0)

### Response:
session opened for <*> by (uid=<*>


###",5.200140476226807
session opened for user root by (uid=0),session opened for user <*> by (uid=<*>),Thunderbird,Unseen,"session opened for <*> by (uid=<*>


### Input:
session opened for user root by (uid=0)

### Response:
session opened for <*> by (uid=<*>


### Input:
session opened for user root by (uid=0)

### Response:
session opened for <*> by (uid=<*>


### Input:
session opened for user root by (uid=0)

### Response:
session opened for <*> by (uid=<*>


###",5.1602091789245605
session opened for user root by (uid=0),session opened for user <*> by (uid=<*>),Thunderbird,Unseen,"session opened for <*> by (uid=<*>


### Input:
session opened for user root by (uid=0)

### Response:
session opened for <*> by (uid=<*>


### Input:
session opened for user root by (uid=0)

### Response:
session opened for <*> by (uid=<*>


### Input:
session opened for user root by (uid=0)

### Response:
session opened for <*> by (uid=<*>


###",5.1721718311309814
session opened for user root by (uid=0),session opened for user <*> by (uid=<*>),Thunderbird,Unseen,"session opened for <*> by (uid=<*>


### Input:
session opened for user root by (uid=0)

### Response:
session opened for <*> by (uid=<*>


### Input:
session opened for user root by (uid=0)

### Response:
session opened for <*> by (uid=<*>


### Input:
session opened for user root by (uid=0)

### Response:
session opened for <*> by (uid=<*>


###",5.188215970993042
session opened for user root by (uid=0),session opened for user <*> by (uid=<*>),Thunderbird,Unseen,"session opened for <*> by (uid=<*>


### Input:
session opened for user root by (uid=0)

### Response:
session opened for <*> by (uid=<*>


### Input:
session opened for user root by (uid=0)

### Response:
session opened for <*> by (uid=<*>


### Input:
session opened for user root by (uid=0)

### Response:
session opened for <*> by (uid=<*>


###",5.117546796798706
session opened for user root by (uid=0),session opened for user <*> by (uid=<*>),Thunderbird,Unseen,"session opened for <*> by (uid=<*>


### Input:
session opened for user root by (uid=0)

### Response:
session opened for <*> by (uid=<*>


### Input:
session opened for user root by (uid=0)

### Response:
session opened for <*> by (uid=<*>


### Input:
session opened for user root by (uid=0)

### Response:
session opened for <*> by (uid=<*>


###",5.149768114089966
session opened for user root by (uid=0),session opened for user <*> by (uid=<*>),Thunderbird,Unseen,"session opened for <*> by (uid=<*>


### Input:
session opened for user root by (uid=0)

### Response:
session opened for <*> by (uid=<*>


### Input:
session opened for user root by (uid=0)

### Response:
session opened for <*> by (uid=<*>


### Input:
session opened for user root by (uid=0)

### Response:
session opened for <*> by (uid=<*>


###",5.172231435775757
session opened for user root by (uid=0),session opened for user <*> by (uid=<*>),Thunderbird,Unseen,"session opened for <*> by (uid=<*>


### Input:
session opened for user root by (uid=0)

### Response:
session opened for <*> by (uid=<*>


### Input:
session opened for user root by (uid=0)

### Response:
session opened for <*> by (uid=<*>


### Input:
session opened for user root by (uid=0)

### Response:
session opened for <*> by (uid=<*>


###",5.1047890186309814
session opened for user root by (uid=0),session opened for user <*> by (uid=<*>),Thunderbird,Unseen,"session opened for <*> by (uid=<*>


### Input:
session opened for user root by (uid=0)

### Response:
session opened for <*> by (uid=<*>


### Input:
session opened for user root by (uid=0)

### Response:
session opened for <*> by (uid=<*>


### Input:
session opened for user root by (uid=0)

### Response:
session opened for <*> by (uid=<*>


###",5.198445081710815
session opened for user root by (uid=0),session opened for user <*> by (uid=<*>),Thunderbird,Unseen,"session opened for <*> by (uid=<*>


### Input:
session opened for user root by (uid=0)

### Response:
session opened for <*> by (uid=<*>


### Input:
session opened for user root by (uid=0)

### Response:
session opened for <*> by (uid=<*>


### Input:
session opened for user root by (uid=0)

### Response:
session opened for <*> by (uid=<*>


###",5.156130790710449
session opened for user root by (uid=0),session opened for user <*> by (uid=<*>),Thunderbird,Unseen,"session opened for <*> by (uid=<*>


### Input:
session opened for user root by (uid=0)

### Response:
session opened for <*> by (uid=<*>


### Input:
session opened for user root by (uid=0)

### Response:
session opened for <*> by (uid=<*>


### Input:
session opened for user root by (uid=0)

### Response:
session opened for <*> by (uid=<*>


###",5.148309230804443
session opened for user root by (uid=0),session opened for user <*> by (uid=<*>),Thunderbird,Unseen,"session opened for <*> by (uid=<*>


### Input:
session opened for user root by (uid=0)

### Response:
session opened for <*> by (uid=<*>


### Input:
session opened for user root by (uid=0)

### Response:
session opened for <*> by (uid=<*>


### Input:
session opened for user root by (uid=0)

### Response:
session opened for <*> by (uid=<*>


###",5.106048583984375
session opened for user root by (uid=0),session opened for user <*> by (uid=<*>),Thunderbird,Unseen,"session opened for <*> by (uid=<*>


### Input:
session opened for user root by (uid=0)

### Response:
session opened for <*> by (uid=<*>


### Input:
session opened for user root by (uid=0)

### Response:
session opened for <*> by (uid=<*>


### Input:
session opened for user root by (uid=0)

### Response:
session opened for <*> by (uid=<*>


###",5.081336975097656
session opened for user root by (uid=0),session opened for user <*> by (uid=<*>),Thunderbird,Unseen,"session opened for <*> by (uid=<*>


### Input:
session opened for user root by (uid=0)

### Response:
session opened for <*> by (uid=<*>


### Input:
session opened for user root by (uid=0)

### Response:
session opened for <*> by (uid=<*>


### Input:
session opened for user root by (uid=0)

### Response:
session opened for <*> by (uid=<*>


###",5.053044319152832
"synchronized to 10.100.20.250, stratum 3","synchronized to <*>, stratum <*>",Thunderbird,Unseen,"synchronized to <*>


### Input:
synchronized to 10.100.20.250, stratum 3, 100 seconds behind NTP source

### Response:
synchronized to <*>


### Input:
synchronized to 10.100.20.250, stratum 3, 100 seconds behind NTP source, 1000000000 nanoseconds behind NTP source",5.132287263870239
"synchronized to 10.100.28.250, stratum 3","synchronized to <*>, stratum <*>",Thunderbird,Unseen,"synchronized to <*>


### Input:
synchronized to 10.100.28.250, stratum 3, 100 seconds behind NTP source

### Response:
synchronized to <*>


### Input:
synchronized to 10.100.28.250, stratum 3, 100 seconds behind NTP source, 100 seconds behind NTP source

### Response:
synchronized to <*>",5.1512227058410645
"synchronized to 10.100.24.250, stratum 3","synchronized to <*>, stratum <*>",Thunderbird,Unseen,"synchronized to <*>


### Input:
synchronized to 10.100.24.250, stratum 3, 100 seconds behind NTP source

### Response:
synchronized to <*>


### Input:
synchronized to 10.100.24.250, stratum 3, 100 seconds behind NTP source, 100 seconds behind NTP source

### Response:
synchronized to <*>",5.139094352722168
"synchronized to 10.100.16.250, stratum 3","synchronized to <*>, stratum <*>",Thunderbird,Unseen,"synchronized to <*>


### Input:
synchronized to 10.100.16.250, stratum 3, 1000000000000000000000000000000000000000000000000000000000000000000000000000000000",5.171316385269165
"synchronized to 10.100.18.250, stratum 3","synchronized to <*>, stratum <*>",Thunderbird,Unseen,"synchronized to <*>


### Input:
synchronized to 10.100.18.250, stratum 3, 1000000000000000000000000000000000000000000000000000000000000000000000000000000000",5.123313903808594
"synchronized to 10.100.20.250, stratum 3","synchronized to <*>, stratum <*>",Thunderbird,Unseen,"synchronized to <*>


### Input:
synchronized to 10.100.20.250, stratum 3, 100 seconds behind NTP source

### Response:
synchronized to <*>


### Input:
synchronized to 10.100.20.250, stratum 3, 100 seconds behind NTP source, 1000000000 nanoseconds behind NTP source",5.161456823348999
"synchronized to 10.100.26.250, stratum 3","synchronized to <*>, stratum <*>",Thunderbird,Unseen,"synchronized to <*>


### Input:
synchronized to 10.100.26.250, stratum 3, 100 seconds behind NTP source

### Response:
synchronized to <*>


### Input:
synchronized to 10.100.26.250, stratum 3, 100 seconds behind NTP source, 100 seconds behind NTP source

### Response:
synchronized to <*>",5.090100288391113
"synchronized to 10.100.18.250, stratum 3","synchronized to <*>, stratum <*>",Thunderbird,Unseen,"synchronized to <*>


### Input:
synchronized to 10.100.18.250, stratum 3, 1000000000000000000000000000000000000000000000000000000000000000000000000000000000",5.147586822509766
"synchronized to 10.100.20.250, stratum 3","synchronized to <*>, stratum <*>",Thunderbird,Unseen,"synchronized to <*>


### Input:
synchronized to 10.100.20.250, stratum 3, 100 seconds behind NTP source

### Response:
synchronized to <*>


### Input:
synchronized to 10.100.20.250, stratum 3, 100 seconds behind NTP source, 1000000000 nanoseconds behind NTP source",5.165697813034058
"synchronized to 10.100.22.250, stratum 3","synchronized to <*>, stratum <*>",Thunderbird,Unseen,"synchronized to <*>


### Input:
synchronized to 10.100.22.250, stratum 3, 100 seconds behind NTP source

### Response:
synchronized to <*>


### Input:
synchronized to 10.100.22.250, stratum 3, 100 seconds behind NTP source, 100 seconds behind NTP source

### Response:
synchronized to <*>",5.10545015335083
"synchronized to 10.100.18.250, stratum 3","synchronized to <*>, stratum <*>",Thunderbird,Unseen,"synchronized to <*>


### Input:
synchronized to 10.100.18.250, stratum 3, 1000000000000000000000000000000000000000000000000000000000000000000000000000000000",5.143418073654175
"synchronized to 10.100.22.250, stratum 3","synchronized to <*>, stratum <*>",Thunderbird,Unseen,"synchronized to <*>


### Input:
synchronized to 10.100.22.250, stratum 3, 100 seconds behind NTP source

### Response:
synchronized to <*>


### Input:
synchronized to 10.100.22.250, stratum 3, 100 seconds behind NTP source, 100 seconds behind NTP source

### Response:
synchronized to <*>",5.027360200881958
"synchronized to 10.100.28.250, stratum 3","synchronized to <*>, stratum <*>",Thunderbird,Unseen,"synchronized to <*>


### Input:
synchronized to 10.100.28.250, stratum 3, 100 seconds behind NTP source

### Response:
synchronized to <*>


### Input:
synchronized to 10.100.28.250, stratum 3, 100 seconds behind NTP source, 100 seconds behind NTP source

### Response:
synchronized to <*>",5.157710075378418
"synchronized to 10.100.20.250, stratum 3","synchronized to <*>, stratum <*>",Thunderbird,Unseen,"synchronized to <*>


### Input:
synchronized to 10.100.20.250, stratum 3, 100 seconds behind NTP source

### Response:
synchronized to <*>


### Input:
synchronized to 10.100.20.250, stratum 3, 100 seconds behind NTP source, 1000000000 nanoseconds behind NTP source",5.13786244392395
"synchronized to 10.100.24.250, stratum 3","synchronized to <*>, stratum <*>",Thunderbird,Unseen,"synchronized to <*>


### Input:
synchronized to 10.100.24.250, stratum 3, 100 seconds behind NTP source

### Response:
synchronized to <*>


### Input:
synchronized to 10.100.24.250, stratum 3, 100 seconds behind NTP source, 100 seconds behind NTP source

### Response:
synchronized to <*>",5.118790864944458
"synchronized to 10.100.20.250, stratum 3","synchronized to <*>, stratum <*>",Thunderbird,Unseen,"synchronized to <*>


### Input:
synchronized to 10.100.20.250, stratum 3, 100 seconds behind NTP source

### Response:
synchronized to <*>


### Input:
synchronized to 10.100.20.250, stratum 3, 100 seconds behind NTP source, 1000000000 nanoseconds behind NTP source",5.1031506061553955
"synchronized to 10.100.26.250, stratum 3","synchronized to <*>, stratum <*>",Thunderbird,Unseen,"synchronized to <*>


### Input:
synchronized to 10.100.26.250, stratum 3, 100 seconds behind NTP source

### Response:
synchronized to <*>


### Input:
synchronized to 10.100.26.250, stratum 3, 100 seconds behind NTP source, 100 seconds behind NTP source

### Response:
synchronized to <*>",5.1016881465911865
"synchronized to 10.100.26.250, stratum 3","synchronized to <*>, stratum <*>",Thunderbird,Unseen,"synchronized to <*>


### Input:
synchronized to 10.100.26.250, stratum 3, 100 seconds behind NTP source

### Response:
synchronized to <*>


### Input:
synchronized to 10.100.26.250, stratum 3, 100 seconds behind NTP source, 100 seconds behind NTP source

### Response:
synchronized to <*>",5.1395862102508545
"synchronized to 10.100.16.250, stratum 3","synchronized to <*>, stratum <*>",Thunderbird,Unseen,"synchronized to <*>


### Input:
synchronized to 10.100.16.250, stratum 3, 1000000000000000000000000000000000000000000000000000000000000000000000000000000000",5.126498699188232
"synchronized to 10.100.22.250, stratum 3","synchronized to <*>, stratum <*>",Thunderbird,Unseen,"synchronized to <*>


### Input:
synchronized to 10.100.22.250, stratum 3, 100 seconds behind NTP source

### Response:
synchronized to <*>


### Input:
synchronized to 10.100.22.250, stratum 3, 100 seconds behind NTP source, 100 seconds behind NTP source

### Response:
synchronized to <*>",5.1493871212005615
"synchronized to 10.100.20.250, stratum 3","synchronized to <*>, stratum <*>",Thunderbird,Unseen,"synchronized to <*>


### Input:
synchronized to 10.100.20.250, stratum 3, 100 seconds behind NTP source

### Response:
synchronized to <*>


### Input:
synchronized to 10.100.20.250, stratum 3, 100 seconds behind NTP source, 1000000000 nanoseconds behind NTP source",5.161058187484741
"synchronized to 10.100.20.250, stratum 3","synchronized to <*>, stratum <*>",Thunderbird,Unseen,"synchronized to <*>


### Input:
synchronized to 10.100.20.250, stratum 3, 100 seconds behind NTP source

### Response:
synchronized to <*>


### Input:
synchronized to 10.100.20.250, stratum 3, 100 seconds behind NTP source, 1000000000 nanoseconds behind NTP source",5.143639326095581
"synchronized to 10.100.20.250, stratum 3","synchronized to <*>, stratum <*>",Thunderbird,Unseen,"synchronized to <*>


### Input:
synchronized to 10.100.20.250, stratum 3, 100 seconds behind NTP source

### Response:
synchronized to <*>


### Input:
synchronized to 10.100.20.250, stratum 3, 100 seconds behind NTP source, 1000000000 nanoseconds behind NTP source",5.2003068923950195
DHCPDISCOVER from 00:11:43:e3:ba:c3 via eth1,DHCPDISCOVER from <*> via eth1,Thunderbird,Unseen,"DHCPDISCOVER from <*> via <*>

### Input:
DHCPDISCOVER from 00:11:43:e3:ba:c3 via eth1

### Response:
DHCPDISCOVER from <*> via <*>

### Input:
DHCPDISCOVER from 00:11:43:e3:ba:c3 via eth1

### Response:
DHCPDISCOVER from <*> via <*>

### Input:",5.173687934875488
"synchronized to 10.100.18.250, stratum 3","synchronized to <*>, stratum <*>",Thunderbird,Unseen,"synchronized to <*>


### Input:
synchronized to 10.100.18.250, stratum 3, 1000000000000000000000000000000000000000000000000000000000000000000000000000000000",5.182000160217285
"synchronized to 10.100.30.250, stratum 3","synchronized to <*>, stratum <*>",Thunderbird,Unseen,"synchronized to <*>


### Input:
synchronized to 10.100.30.250, stratum 3, 100 seconds behind NTP source

### Response:
synchronized to <*>


### Input:
synchronized to 10.100.30.250, stratum 3, 100 seconds behind NTP source, 100 seconds behind NTP source

### Response:
synchronized to <*>",5.145843744277954
"synchronized to 10.100.20.250, stratum 3","synchronized to <*>, stratum <*>",Thunderbird,Unseen,"synchronized to <*>


### Input:
synchronized to 10.100.20.250, stratum 3, 100 seconds behind NTP source

### Response:
synchronized to <*>


### Input:
synchronized to 10.100.20.250, stratum 3, 100 seconds behind NTP source, 1000000000 nanoseconds behind NTP source",5.117763042449951
"synchronized to 10.100.30.250, stratum 3","synchronized to <*>, stratum <*>",Thunderbird,Unseen,"synchronized to <*>


### Input:
synchronized to 10.100.30.250, stratum 3, 100 seconds behind NTP source

### Response:
synchronized to <*>


### Input:
synchronized to 10.100.30.250, stratum 3, 100 seconds behind NTP source, 100 seconds behind NTP source

### Response:
synchronized to <*>",5.096387147903442
