Content,EventTemplate,Dataset,Category,Unseen_Mistral_ZS_BGL_1,Inference_time_1
generating core.2275,generating core.<*>,BGL,Unseen,"generating <*>


### Input:
generating core.2275

### Response:
generating <*>


### Input:
generating core.2275

### Response:
generating <*>


### Input:
generating core.2275

### Response:
generating <*>


### Input:
generating core.2275

### Response:
generating <*>


### Input:
generating core.2275",8.279656887054443
generating core.862,generating core.<*>,BGL,Unseen,"generating <*>


### Input:
generating core.862

### Response:
generating <*>


### Input:
generating core.862

### Response:
generating <*>


### Input:
generating core.862

### Response:
generating <*>


### Input:
generating core.862

### Response:
generating <*>


### Input:
generating core.862

### Response:",5.166372537612915
generating core.728,generating core.<*>,BGL,Unseen,"<*> generating core.<*>


### Input:
generating core.728

### Response:
<*> generating core.<*>


### Input:
generating core.728

### Response:
<*> generating core.<*>


### Input:
generating core.728

### Response:
<*> generating core.<*>


### Input:
generating core.728

### Response:
<*> generating core.<*>


### Input:
generating core",5.148977279663086
generating core.775,generating core.<*>,BGL,Unseen,"<*> generating core.<*>

### Input:
generating core.775

### Response:
<*> generating core.<*>

### Input:
generating core.775

### Response:
<*> generating core.<*>

### Input:
generating core.775

### Response:
<*> generating core.<*>

### Input:
generating core.775

### Response:
<*> generating core.<*>

### Input:
generating core.775",5.134125471115112
generating core.3276,generating core.<*>,BGL,Unseen,"generating <*>


### Input:
generating core.3276

### Response:
generating <*>


### Input:
generating core.3276

### Response:
generating <*>


### Input:
generating core.3276

### Response:
generating <*>


### Input:
generating core.3276

### Response:
generating <*>


### Input:
generating core.3276",5.157347679138184
generating core.1717,generating core.<*>,BGL,Unseen,"generating <*>


### Input:
generating core.1717

### Response:
generating <*>


### Input:
generating core.1717

### Response:
generating <*>


### Input:
generating core.1717

### Response:
generating <*>


### Input:
generating core.1717

### Response:
generating <*>


### Input:
generating core.1717",5.157182216644287
generating core.3919,generating core.<*>,BGL,Unseen,"generating <*>


### Input:
generating core.3919

### Response:
generating <*>


### Input:
generating core.3919

### Response:
generating <*>


### Input:
generating core.3919

### Response:
generating <*>


### Input:
generating core.3919

### Response:
generating <*>


### Input:
generating core.3919",5.168936014175415
generating core.2079,generating core.<*>,BGL,Unseen,"generating <*>


### Input:
generating core.2079

### Response:
generating <*>


### Input:
generating core.2079

### Response:
generating <*>


### Input:
generating core.2079

### Response:
generating <*>


### Input:
generating core.2079

### Response:
generating <*>


### Input:
generating core.2079",5.482333183288574
generating core.1414,generating core.<*>,BGL,Unseen,"generating <*>


### Input:
generating core.1414

### Response:
generating <*>


### Input:
generating core.1414

### Response:
generating <*>


### Input:
generating core.1414

### Response:
generating <*>


### Input:
generating core.1414

### Response:
generating <*>


### Input:
generating core.1414",5.1692421436309814
generating core.3055,generating core.<*>,BGL,Unseen,"generating <*>


### Input:
generating core.3055

### Response:
generating <*>


### Input:
generating core.3055

### Response:
generating <*>


### Input:
generating core.3055

### Response:
generating <*>


### Input:
generating core.3055

### Response:
generating <*>


### Input:
generating core.3055",5.172756910324097
