Content,EventTemplate,Dataset,Category,New_Mistral_2S_Apache_5,Inference_time_5
workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>,Apache,New,"Error = , LOGIN chdir(<*>) failed: No such file at <*>:<*> point [<*>], connect to proxy <*>:<*> to renew session (<*>)
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)",6.783618211746216
mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,Apache,New,mod_jk child workerEnv in error state <*>,0.576430082321167
jk2_init() Found child 6725 in scoreboard slot 10,jk2_init() Found child <*> in scoreboard slot <*>,Apache,New,jk2_init() Found child <*> in scoreboard slot <*>,0.7583653926849365
jk2_init() Found child 6726 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>,Apache,New,jk2_init() Found child <*> in scoreboard slot <*>,0.7464463710784912
jk2_init() Found child 6728 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>,Apache,New,jk2_init() Found child <*> in scoreboard slot <*>,0.7381503582000732
workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>,Apache,New,"Error = , LOGIN chdir(<*>) failed: No such file at <*>:<*> point [<*>], connect to proxy <*>:<*> to renew session (<*>)
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)",3.7307655811309814
workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>,Apache,New,"Error = , LOGIN chdir(<*>) failed: No such file at <*>:<*> point [<*>], connect to proxy <*>:<*> to renew session (<*>)
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)",3.7360990047454834
workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>,Apache,New,"Error = , LOGIN chdir(<*>) failed: No such file at <*>:<*> point [<*>], connect to proxy <*>:<*> to renew session (<*>)
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)",3.7340352535247803
mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,Apache,New,mod_jk child workerEnv in error state <*>,0.5702471733093262
mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,Apache,New,mod_jk child workerEnv in error state <*>,0.5775744915008545
mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,Apache,New,mod_jk child workerEnv in error state <*>,0.5703368186950684
jk2_init() Found child 6736 in scoreboard slot 10,jk2_init() Found child <*> in scoreboard slot <*>,Apache,New,jk2_init() Found child <*> in scoreboard slot <*>,0.7412264347076416
jk2_init() Found child 6733 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>,Apache,New,jk2_init() Found child <*> in scoreboard slot <*>,0.7375855445861816
jk2_init() Found child 6734 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>,Apache,New,jk2_init() Found child <*> in scoreboard slot <*>,0.7544741630554199
workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>,Apache,New,"Error = , LOGIN chdir(<*>) failed: No such file at <*>:<*> point [<*>], connect to proxy <*>:<*> to renew session (<*>)
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)",3.7276570796966553
workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>,Apache,New,"Error = , LOGIN chdir(<*>) failed: No such file at <*>:<*> point [<*>], connect to proxy <*>:<*> to renew session (<*>)
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)",3.7546119689941406
mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,Apache,New,mod_jk child workerEnv in error state <*>,0.575998067855835
jk2_init() Found child 6738 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>,Apache,New,jk2_init() Found child <*> in scoreboard slot <*>,0.7360162734985352
jk2_init() Found child 6741 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>,Apache,New,jk2_init() Found child <*> in scoreboard slot <*>,0.7340230941772461
jk2_init() Found child 6740 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>,Apache,New,jk2_init() Found child <*> in scoreboard slot <*>,0.7331886291503906
jk2_init() Found child 6737 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>,Apache,New,jk2_init() Found child <*> in scoreboard slot <*>,0.7350339889526367
workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>,Apache,New,"Error = , LOGIN chdir(<*>) failed: No such file at <*>:<*> point [<*>], connect to proxy <*>:<*> to renew session (<*>)
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)",3.755648612976074
workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>,Apache,New,"Error = , LOGIN chdir(<*>) failed: No such file at <*>:<*> point [<*>], connect to proxy <*>:<*> to renew session (<*>)
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)",3.747108221054077
workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>,Apache,New,"Error = , LOGIN chdir(<*>) failed: No such file at <*>:<*> point [<*>], connect to proxy <*>:<*> to renew session (<*>)
ciod: In packet from nodes <*> and <*> (<*>:<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)",3.7348577976226807
mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,Apache,New,mod_jk child workerEnv in error state <*>,0.5962512493133545
mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state <*>,Apache,New,mod_jk child workerEnv in error state <*>,0.5834088325500488
mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state <*>,Apache,New,mod_jk child workerEnv in error state <*>,0.5752432346343994
jk2_init() Found child 6748 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>,Apache,New,jk2_init() Found child <*> in scoreboard slot <*>,0.7332665920257568
