Content,EventTemplate,Dataset,Category,Unseen_LLAMA_ZS_OpenStack_4,Inference_time_4,Unseen_LLAMA_ZS_OpenStack_4_TempOnly
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2477829","<*> ""GET <*>"" status: <*> len: <*> time: <*>",OpenStack,Unseen,"10.11.10.1 ""<*>"" status: <*> len: <*> time: <*>

### Explanation:
The log message consists of 5 elements: the IP address, the HTTP request, the status code, the response length, and the processing time. Each of these elements is separated by a space. The IP address and the processing time are enclosed in double quotes. The status code and the response length are enclosed in curly brackets. The placeholder '<*>' is used to represent each variable element.

### Note:
Please, use the placeholder '<*>' only when there is",8.567189455032349,"10.11.10.1 ""<*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2577181","<*> ""GET <*>"" status: <*> len: <*> time: <*>",OpenStack,Unseen,"10.11.10.1 ""<*>"" status: <*> len: <*> time: <*>

### Explanation:
In this example, the variable elements are: the IP address, the path, and the time.",2.199077606201172,"10.11.10.1 ""<*>"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2731631","<*> ""GET <*>"" status: <*> len: <*> time: <*>",OpenStack,Unseen,"10.11.10.1 ""GET <*> <*> HTTP/1.1"" status: <*> len: <*> time: <*>",1.5379869937896729,"10.11.10.1 ""GET <*> <*> HTTP/1.1"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2580249","<*> ""GET <*>"" status: <*> len: <*> time: <*>",OpenStack,Unseen,"10.11.10.1 ""<*> status: <*> len: <*> time: <*>""

### Hint:
The template is not case-sensitive.

### Sample input:
10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2580249

### Sample output:
10.11.10.1 ""<*> status: <*> len: <*> time: <*>""

### Sample input:
10",5.4829018115997314,"10.11.10.1 ""<*> status: <*> len: <*> time: <*>"""
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2727931","<*> ""GET <*>"" status: <*> len: <*> time: <*>",OpenStack,Unseen,"10.11.10.1 ""GET <*> <*> HTTP/1.1"" status: <*> len: <*> time: <*>

### Note:
1. The placeholder should be in the form of '<*>'.
2. The placeholder can be in any order.
3. The placeholder can be repeated.
4. The placeholder should not be used in the response.
5. The response should not include any other characters.
",4.133282423019409,"10.11.10.1 ""GET <*> <*> HTTP/1.1"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2642131","<*> ""GET <*>"" status: <*> len: <*> time: <*>",OpenStack,Unseen,"10.11.10.1 ""GET /v2/<*>/servers/detail HTTP/1.1"" status: <*> len: <*> time: <*>

### Test cases:
Input	Output
10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2642131	10.11.10.1 ""GET /v2/<*>/servers/detail HTTP",5.46803879737854,"10.11.10.1 ""GET /v2/<*>/servers/detail HTTP/1.1"" status: <*> len: <*> time: <*>"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.4256971","<*> ""GET <*>"" status: <*> len: <*> time: <*>",OpenStack,Unseen,"10.11.10.1 ""<GET /v2/<*>/servers/detail HTTP/1.1>"" status: 200 len: 1893 time: 0.4256971",1.9454267024993896,"10.11.10.1 ""<GET /v2/<*>/servers/detail HTTP/1.1>"" status: 200 len: 1893 time: 0.4256971"
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2661140","<*> ""GET <*>"" status: <*> len: <*> time: <*>",OpenStack,Unseen,"10.11.10.1 ""<*>"" status: <*> len: <*> time: <*>
",1.1921594142913818,"10.11.10.1 ""<*>"" status: <*> len: <*> time: <*>
"
Active base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,Active base files: <*>,OpenStack,Unseen,Active base files: <*>,0.428333044052124,Active base files: <*>
"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2563808","<*> ""GET <*>"" status: <*> len: <*> time: <*>",OpenStack,Unseen,"10.11.10.1 ""GET <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <",5.478022813796997,"10.11.10.1 ""GET <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <"
