Content,EventTemplate,Dataset,Category,Unseen_LLAMA_FT_BGL_3,Inference_time_3
generating core.2275,generating core.<*>,BGL,Unseen,generating core.<*>,0.5242831707000732
generating core.862,generating core.<*>,BGL,Unseen,generating core.<*>,0.48024773597717285
generating core.728,generating core.<*>,BGL,Unseen,generating core.<*>,0.5183815956115723
generating core.775,generating core.<*>,BGL,Unseen,generating core.<*>,0.48540735244750977
generating core.3276,generating core.<*>,BGL,Unseen,generating core.<*>,0.49440574645996094
generating core.1717,generating core.<*>,BGL,Unseen,generating core.<*>,0.48510289192199707
generating core.3919,generating core.<*>,BGL,Unseen,generating core.<*>,0.4864945411682129
generating core.2079,generating core.<*>,BGL,Unseen,generating core.<*>,0.4875946044921875
generating core.1414,generating core.<*>,BGL,Unseen,generating core.<*>,0.4843623638153076
generating core.3055,generating core.<*>,BGL,Unseen,generating core.<*>,0.48830199241638184
generating core.201,generating core.<*>,BGL,Unseen,generating core.<*>,0.49327707290649414
generating core.1125,generating core.<*>,BGL,Unseen,generating core.<*>,0.4847245216369629
generating core.412,generating core.<*>,BGL,Unseen,generating core.<*>,0.4857063293457031
generating core.7828,generating core.<*>,BGL,Unseen,generating core.<*>,0.4842031002044678
generating core.5570,generating core.<*>,BGL,Unseen,generating core.<*>,0.496229887008667
generating core.8275,generating core.<*>,BGL,Unseen,generating core.<*>,0.488203763961792
generating core.4183,generating core.<*>,BGL,Unseen,generating core.<*>,0.4960896968841553
generating core.6545,generating core.<*>,BGL,Unseen,generating core.<*>,0.4862663745880127
generating core.4245,generating core.<*>,BGL,Unseen,generating core.<*>,0.481250524520874
generating core.6884,generating core.<*>,BGL,Unseen,generating core.<*>,0.48375511169433594
generating core.6471,generating core.<*>,BGL,Unseen,generating core.<*>,0.48187971115112305
generating core.4155,generating core.<*>,BGL,Unseen,generating <*>,0.35552453994750977
generating core.449,generating core.<*>,BGL,Unseen,generating core.<*>,0.4830334186553955
generating core.6990,generating core.<*>,BGL,Unseen,generating core.<*>,0.4841303825378418
generating core.4876,generating core.<*>,BGL,Unseen,generating core.<*>,0.4786348342895508
generating core.2218,generating core.<*>,BGL,Unseen,generating core.<*>,0.4837174415588379
generating core.7518,generating core.<*>,BGL,Unseen,generating core.<*>,0.48154640197753906
generating core.5854,generating core.<*>,BGL,Unseen,generating core.<*>,0.48126220703125
generating core.7457,generating core.<*>,BGL,Unseen,generating core.<*>,0.4844369888305664
generating core.6896,generating core.<*>,BGL,Unseen,generating core.<*>,0.49718141555786133
generating core.3488,generating core.<*>,BGL,Unseen,generating core.<*>,0.4859883785247803
generating core.1172,generating core.<*>,BGL,Unseen,generating core.<*>,0.5078456401824951
