Content,EventTemplate,Dataset,Category,Unseen_Mistral_FT_BGL_1,Inference_time_1
generating core.2275,generating core.<*>,BGL,Unseen,generating core.<*>,3.8841965198516846
generating core.862,generating core.<*>,BGL,Unseen,generating core.<*>,0.4648253917694092
generating core.728,generating core.<*>,BGL,Unseen,generating core.<*>,0.45069241523742676
generating core.775,generating core.<*>,BGL,Unseen,generating core.<*>,0.45061397552490234
generating core.3276,generating core.<*>,BGL,Unseen,generating core.<*>,0.45200061798095703
generating core.1717,generating core.<*>,BGL,Unseen,generating core.<*>,0.4513382911682129
generating core.3919,generating core.<*>,BGL,Unseen,generating core.<*>,0.45893335342407227
generating core.2079,generating core.<*>,BGL,Unseen,generating core.<*>,0.4708731174468994
generating core.1414,generating core.<*>,BGL,Unseen,generating core.<*>,0.45552515983581543
generating core.3055,generating core.<*>,BGL,Unseen,generating core.<*>,0.46723318099975586
generating core.201,generating core.<*>,BGL,Unseen,generating core.<*>,0.4576284885406494
generating core.1125,generating core.<*>,BGL,Unseen,generating core.<*>,0.455838680267334
generating core.412,generating core.<*>,BGL,Unseen,generating core.<*>,0.4557986259460449
generating core.7828,generating core.<*>,BGL,Unseen,generating core.<*>,0.4508833885192871
generating core.5570,generating core.<*>,BGL,Unseen,generating core.<*>,0.46018028259277344
generating core.8275,generating core.<*>,BGL,Unseen,generating core.<*>,0.4494059085845947
generating core.4183,generating core.<*>,BGL,Unseen,generating core.<*>,0.4495868682861328
generating core.6545,generating core.<*>,BGL,Unseen,generating core.<*>,0.4426562786102295
generating core.4245,generating core.<*>,BGL,Unseen,generating core.<*>,0.44258809089660645
generating core.6884,generating core.<*>,BGL,Unseen,generating core.<*>,0.4462430477142334
generating core.6471,generating core.<*>,BGL,Unseen,generating core.<*>,0.44954752922058105
generating core.4155,generating core.<*>,BGL,Unseen,generating core.<*>,0.4546315670013428
generating core.449,generating core.<*>,BGL,Unseen,generating core.<*>,0.4492616653442383
generating core.6990,generating core.<*>,BGL,Unseen,generating core.<*>,0.4496445655822754
generating core.4876,generating core.<*>,BGL,Unseen,generating core.<*>,0.44852304458618164
generating core.2218,generating core.<*>,BGL,Unseen,generating core.<*>,0.45537567138671875
