Content,EventTemplate,Dataset,Category,Unseen_Mistral_FT_Hadoop_3,Inference_time_3
Registering class org.apache.hadoop.mapreduce.jobhistory.EventType for class org.apache.hadoop.mapreduce.jobhistory.JobHistoryEventHandler,Registering class org.apache.hadoop.mapreduce.<*> for class org.apache.hadoop.mapreduce.<*>,Hadoop,Unseen,Registering class <*> for class <*>,0.6961307525634766
Registering class org.apache.hadoop.mapreduce.v2.app.job.event.JobEventType for class org.apache.hadoop.mapreduce.v2.app.MRAppMaster$JobEventDispatcher,Registering class org.apache.hadoop.mapreduce.<*> for class org.apache.hadoop.mapreduce.<*>,Hadoop,Unseen,Registering class <*> for class <*>,0.7013735771179199
Registering class org.apache.hadoop.mapreduce.v2.app.job.event.TaskEventType for class org.apache.hadoop.mapreduce.v2.app.MRAppMaster$TaskEventDispatcher,Registering class org.apache.hadoop.mapreduce.<*> for class org.apache.hadoop.mapreduce.<*>,Hadoop,Unseen,Registering class <*> for class <*>,0.6974611282348633
Registering class org.apache.hadoop.mapreduce.v2.app.job.event.TaskAttemptEventType for class org.apache.hadoop.mapreduce.v2.app.MRAppMaster$TaskAttemptEventDispatcher,Registering class org.apache.hadoop.mapreduce.<*> for class org.apache.hadoop.mapreduce.<*>,Hadoop,Unseen,Registering class <*> for class <*>,0.7087826728820801
Registering class org.apache.hadoop.mapreduce.v2.app.commit.CommitterEventType for class org.apache.hadoop.mapreduce.v2.app.commit.CommitterEventHandler,Registering class org.apache.hadoop.mapreduce.<*> for class org.apache.hadoop.mapreduce.<*>,Hadoop,Unseen,Registering class <*> for class <*>,0.6959836483001709
Registering class org.apache.hadoop.mapreduce.v2.app.speculate.Speculator$EventType for class org.apache.hadoop.mapreduce.v2.app.MRAppMaster$SpeculatorEventDispatcher,Registering class org.apache.hadoop.mapreduce.<*> for class org.apache.hadoop.mapreduce.<*>,Hadoop,Unseen,Registering class <*> for class <*>,0.705275297164917
Registering class org.apache.hadoop.mapreduce.v2.app.rm.ContainerAllocator$EventType for class org.apache.hadoop.mapreduce.v2.app.MRAppMaster$ContainerAllocatorRouter,Registering class org.apache.hadoop.mapreduce.<*> for class org.apache.hadoop.mapreduce.<*>,Hadoop,Unseen,Registering class org.apache.hadoop.mapreduce.v2.app.rm.ContainerAllocator$EventType for class org.apache.hadoop.mapreduce.v2.app.MRAppMaster$ContainerAllocatorRouter,3.181427478790283
Registering class org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncher$EventType for class org.apache.hadoop.mapreduce.v2.app.MRAppMaster$ContainerLauncherRouter,Registering class org.apache.hadoop.mapreduce.<*> for class org.apache.hadoop.mapreduce.<*>,Hadoop,Unseen,Registering class <*> for class <*>,0.6832764148712158
Default file system [hdfs://msra-sa-41:9000],Default file system [hdfs://<*>:<*>],Hadoop,Unseen,Default file system [<*>],0.5589790344238281
Default file system [hdfs://msra-sa-41:9000],Default file system [hdfs://<*>:<*>],Hadoop,Unseen,Default file system [<*>],0.5666587352752686
Default file system [hdfs://msra-sa-41:9000],Default file system [hdfs://<*>:<*>],Hadoop,Unseen,Default file system [<*>],0.5724332332611084
Registering class org.apache.hadoop.mapreduce.v2.app.job.event.JobFinishEvent$Type for class org.apache.hadoop.mapreduce.v2.app.MRAppMaster$JobFinishEventHandler,Registering class org.apache.hadoop.mapreduce.<*> for class org.apache.hadoop.mapreduce.<*>,Hadoop,Unseen,Registering class <*> for class <*>,0.6906354427337646
Input size for job job_1445144423722_0020 = 1256521728. Number of splits = 10,Input size for job <*> = <*>. Number of splits = <*>,Hadoop,Unseen,Input size for job <*> = <*>. Number of splits = <*>,1.175302505493164
Logging to org.slf4j.impl.Log4jLoggerAdapter(org.mortbay.log) via org.mortbay.log.Slf4jLog,Logging to <*>(org.mortbay.log) via <*>,Hadoop,Unseen,Logging to org.slf4j.impl.Log4jLoggerAdapter(<*>) via org.mortbay.log.Slf4jLog,2.386849880218506
Http request log for http.requests.mapreduce is not defined,Http request log for http.requests.mapreduce is not defined,Hadoop,Unseen,Http request log for http.requests.mapreduce is not defined,0.930915117263794
maxTaskFailuresPerNode is 3,maxTaskFailuresPerNode is <*>,Hadoop,Unseen,maxTaskFailuresPerNode is <*>,0.6737008094787598
yarn.client.max-cached-nodemanagers-proxies : 0,yarn.client.max-cached-nodemanagers-proxies : <*>,Hadoop,Unseen,yarn.client.max-cached-nodemanagers-proxies : <*>,1.2996013164520264
Processing the event EventType: JOB_SETUP,Processing the event EventType: JOB_SETUP,Hadoop,Unseen,Processing the event EventType: JOB_SETUP,0.8138349056243896
job_1445144423722_0020Job Transitioned from SETUP to RUNNING,<*> Transitioned from SETUP to RUNNING,Hadoop,Unseen,job_<*>Job Transitioned from SETUP to RUNNING,1.055370807647705
task_1445144423722_0020_m_000000 Task Transitioned from NEW to SCHEDULED,<*> Task Transitioned from NEW to SCHEDULED,Hadoop,Unseen,<*> Task Transitioned from NEW to SCHEDULED,0.920203447341919
