Content,EventTemplate,Dataset,Category,Unseen_Mistral_FT_BGL_2,Inference_time_2
generating core.2275,generating core.<*>,BGL,Unseen,generating core.<*>,0.4545114040374756
generating core.862,generating core.<*>,BGL,Unseen,generating core.<*>,0.4677450656890869
generating core.728,generating core.<*>,BGL,Unseen,generating core.<*>,0.45716094970703125
generating core.775,generating core.<*>,BGL,Unseen,generating core.<*>,0.45591044425964355
generating core.3276,generating core.<*>,BGL,Unseen,generating core.<*>,0.4558131694793701
generating core.1717,generating core.<*>,BGL,Unseen,generating core.<*>,0.44794678688049316
generating core.3919,generating core.<*>,BGL,Unseen,generating core.<*>,0.4647345542907715
generating core.2079,generating core.<*>,BGL,Unseen,generating core.<*>,0.45825791358947754
generating core.1414,generating core.<*>,BGL,Unseen,generating core.<*>,0.453702449798584
generating core.3055,generating core.<*>,BGL,Unseen,generating core.<*>,0.45989990234375
generating core.201,generating core.<*>,BGL,Unseen,generating core.<*>,0.4590301513671875
generating core.1125,generating core.<*>,BGL,Unseen,generating core.<*>,0.45484375953674316
generating core.412,generating core.<*>,BGL,Unseen,generating core.<*>,0.4559030532836914
generating core.7828,generating core.<*>,BGL,Unseen,generating core.<*>,0.4534285068511963
generating core.5570,generating core.<*>,BGL,Unseen,generating core.<*>,0.45531797409057617
generating core.8275,generating core.<*>,BGL,Unseen,generating core.<*>,0.4607548713684082
generating core.4183,generating core.<*>,BGL,Unseen,generating core.<*>,0.4663364887237549
generating core.6545,generating core.<*>,BGL,Unseen,generating core.<*>,0.45554327964782715
generating core.4245,generating core.<*>,BGL,Unseen,generating core.<*>,0.47506046295166016
generating core.6884,generating core.<*>,BGL,Unseen,generating core.<*>,0.45529890060424805
generating core.6471,generating core.<*>,BGL,Unseen,generating core.<*>,0.4642055034637451
generating core.4155,generating core.<*>,BGL,Unseen,generating core.<*>,0.46027708053588867
generating core.449,generating core.<*>,BGL,Unseen,generating core.<*>,0.4570760726928711
generating core.6990,generating core.<*>,BGL,Unseen,generating core.<*>,0.4570188522338867
generating core.4876,generating core.<*>,BGL,Unseen,generating core.<*>,0.4527742862701416
generating core.2218,generating core.<*>,BGL,Unseen,generating core.<*>,0.46344780921936035
generating core.7518,generating core.<*>,BGL,Unseen,generating core.<*>,0.4521005153656006
generating core.5854,generating core.<*>,BGL,Unseen,generating core.<*>,0.45705604553222656
generating core.7457,generating core.<*>,BGL,Unseen,generating core.<*>,0.45621156692504883
generating core.6896,generating core.<*>,BGL,Unseen,generating core.<*>,0.4580199718475342
generating core.3488,generating core.<*>,BGL,Unseen,generating core.<*>,0.4566926956176758
generating core.1172,generating core.<*>,BGL,Unseen,generating core.<*>,0.4775834083557129
generating core.2286,generating core.<*>,BGL,Unseen,generating core.<*>,0.45906996726989746
generating core.786,generating core.<*>,BGL,Unseen,generating core.<*>,0.46515965461730957
generating core.2680,generating core.<*>,BGL,Unseen,generating core.<*>,0.46111559867858887
generating core.1524,generating core.<*>,BGL,Unseen,generating core.<*>,0.45490074157714844
generating core.4937,generating core.<*>,BGL,Unseen,generating core.<*>,0.458050012588501
generating core.6801,generating core.<*>,BGL,Unseen,generating core.<*>,0.45751500129699707
generating core.4368,generating core.<*>,BGL,Unseen,generating core.<*>,0.4693636894226074
generating core.851,generating core.<*>,BGL,Unseen,generating core.<*>,0.45453548431396484
generating core.1744,generating core.<*>,BGL,Unseen,generating core.<*>,0.45444178581237793
generating core.1588,generating core.<*>,BGL,Unseen,generating core.<*>,0.45766115188598633
generating core.5307,generating core.<*>,BGL,Unseen,generating core.<*>,0.4680805206298828
generating core.7192,generating core.<*>,BGL,Unseen,generating core.<*>,0.4457275867462158
generating core.430,generating core.<*>,BGL,Unseen,generating core.<*>,0.4473268985748291
generating core.174,generating core.<*>,BGL,Unseen,generating core.<*>,0.44739651679992676
generating core.976,generating core.<*>,BGL,Unseen,generating core.<*>,0.4465343952178955
generating core.1990,generating core.<*>,BGL,Unseen,generating core.<*>,0.44739603996276855
generating core.3638,generating core.<*>,BGL,Unseen,generating core.<*>,0.45091700553894043
generating core.2690,generating core.<*>,BGL,Unseen,generating core.<*>,0.4555168151855469
generating core.3804,generating core.<*>,BGL,Unseen,generating core.<*>,0.4476933479309082
generating core.418,generating core.<*>,BGL,Unseen,generating core.<*>,0.44803690910339355
generating core.310,generating core.<*>,BGL,Unseen,generating core.<*>,0.4542877674102783
generating core.2409,generating core.<*>,BGL,Unseen,generating core.<*>,0.4513885974884033
generating core.4182,generating core.<*>,BGL,Unseen,generating core.<*>,0.4562063217163086
generating core.8153,generating core.<*>,BGL,Unseen,generating core.<*>,0.456437349319458
generating core.7836,generating core.<*>,BGL,Unseen,generating core.<*>,0.47220873832702637
generating core.2911,generating core.<*>,BGL,Unseen,generating core.<*>,0.45589208602905273
generating core.2921,generating core.<*>,BGL,Unseen,generating core.<*>,0.45941638946533203
generating core.122,generating core.<*>,BGL,Unseen,generating core.<*>,0.46068477630615234
generating core.1973,generating core.<*>,BGL,Unseen,generating core.<*>,0.45663881301879883
generating core.4984,generating core.<*>,BGL,Unseen,generating core.<*>,0.4531059265136719
generating core.1822,generating core.<*>,BGL,Unseen,generating core.<*>,0.4542500972747803
generating core.3265,generating core.<*>,BGL,Unseen,generating core.<*>,0.4564933776855469
generating core.2599,generating core.<*>,BGL,Unseen,generating core.<*>,0.4576869010925293
generating core.1818,generating core.<*>,BGL,Unseen,generating core.<*>,0.4518413543701172
generating core.1694,generating core.<*>,BGL,Unseen,generating core.<*>,0.4472951889038086
generating core.3401,generating core.<*>,BGL,Unseen,generating core.<*>,0.4488537311553955
generating core.25350,generating core.<*>,BGL,Unseen,generating core.<*>,0.45455455780029297
generating core.1820,generating core.<*>,BGL,Unseen,generating core.<*>,0.45681238174438477
generating core.254,generating core.<*>,BGL,Unseen,generating core.<*>,0.4546184539794922
generating core.1887,generating core.<*>,BGL,Unseen,generating core.<*>,0.4671952724456787
generating core.8280,generating core.<*>,BGL,Unseen,generating core.<*>,0.45288753509521484
generating core.12357,generating core.<*>,BGL,Unseen,generating core.<*>,0.45220947265625
ciod: Message code 0 is not 51 or 4294967295,ciod: Message code <*> is not <*> or <*>,BGL,Unseen,ciod: Message code <*> is not <*> or <*>,1.0452218055725098
generating core.2522,generating core.<*>,BGL,Unseen,generating core.<*>,0.45172929763793945
generating core.1711,generating core.<*>,BGL,Unseen,generating core.<*>,0.45262718200683594
generating core.2332,generating core.<*>,BGL,Unseen,generating core.<*>,0.44882750511169434
generating core.4505,generating core.<*>,BGL,Unseen,generating core.<*>,0.4484231472015381
generating core.1521,generating core.<*>,BGL,Unseen,generating core.<*>,0.45062756538391113
data store interrupt caused by dcbf.........0,data store interrupt caused by dcbf.........<*>,BGL,Unseen,data store interrupt caused by dcbf.........<*>,0.8387796878814697
data store interrupt caused by dcbf.........0,data store interrupt caused by dcbf.........<*>,BGL,Unseen,data store interrupt caused by dcbf.........<*>,0.8435230255126953
program interrupt: privileged instruction...0,program interrupt: privileged instruction...<*>,BGL,Unseen,program interrupt: privileged instruction...<*>,0.6948442459106445
program interrupt: privileged instruction...0,program interrupt: privileged instruction...<*>,BGL,Unseen,program interrupt: privileged instruction...<*>,0.7040433883666992
data store interrupt caused by icbi.........0,data store interrupt caused by icbi.........<*>,BGL,Unseen,data store interrupt caused by icbi.........<*>,0.8248045444488525
data store interrupt caused by icbi.........0,data store interrupt caused by icbi.........<*>,BGL,Unseen,data store interrupt caused by icbi.........<*>,0.8319776058197021
data store interrupt caused by icbi.........0,data store interrupt caused by icbi.........<*>,BGL,Unseen,data store interrupt caused by icbi.........<*>,0.8360834121704102
byte ordering exception.....................0,byte ordering exception.....................<*>,BGL,Unseen,byte ordering exception.....................<*>,0.5830323696136475
byte ordering exception.....................0,byte ordering exception.....................<*>,BGL,Unseen,byte ordering exception.....................<*>,0.5783076286315918
data address space................0,data address space................<*>,BGL,Unseen,data address space................<*>,0.5211296081542969
data address space................0,data address space................<*>,BGL,Unseen,data address space................<*>,0.5117990970611572
guaranteed data cache block touch........1,guaranteed data cache block touch........<*>,BGL,Unseen,guaranteed data cache block touch........<*>,0.7903342247009277
special purpose registers:,special purpose registers:,BGL,Unseen,special purpose registers:,0.3890500068664551
debug wait enable.................0,debug wait enable.................<*>,BGL,Unseen,debug wait enable.................<*>,0.6659419536590576
data address space................0,data address space................<*>,BGL,Unseen,data address space................<*>,0.5159928798675537
data address space................0,data address space................<*>,BGL,Unseen,data address space................<*>,0.536210298538208
data address space................0,data address space................<*>,BGL,Unseen,data address space................<*>,0.5178859233856201
generating core.42,generating core.<*>,BGL,Unseen,generating core.<*>,0.45644116401672363
total of 1 ddr error(s) detected and corrected,total of <*> ddr error(s) detected and corrected,BGL,Unseen,total of <*> ddr error(s) detected and corrected,0.9740390777587891
