Content,EventTemplate,Dataset,Category,Unseen_Mistral_FT_OpenSSH_2,Inference_time_2
Connection closed by 173.234.31.186 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,Connection closed by <*> [preauth],0.714644193649292
Connection closed by 212.47.254.145 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,Connection closed by <*> [preauth],0.7162234783172607
Received disconnect from 52.80.34.196: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,Received disconnect from <*>: <*>: Bye Bye [preauth],1.3074002265930176
Connection closed by 173.234.31.186 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,Connection closed by <*> [preauth],0.7177693843841553
Received disconnect from 202.100.179.208: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,Received disconnect from <*>: <*>: Bye Bye [preauth],1.2749953269958496
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,Received disconnect from <*>: <*>: Bye Bye [preauth],1.2806429862976074
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,Received disconnect from <*>: <*>: Bye Bye [preauth],1.2713987827301025
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,Received disconnect from <*>: <*>: Bye Bye [preauth],1.286116123199463
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,Received disconnect from <*>: <*>: Bye Bye [preauth],1.3004522323608398
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,Received disconnect from <*>: <*>: Bye Bye [preauth],1.3180265426635742
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,Received disconnect from <*>: <*>: Bye Bye [preauth],1.2913029193878174
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,Received disconnect from <*>: <*>: Bye Bye [preauth],1.2995073795318604
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,Received disconnect from <*>: <*>: Bye Bye [preauth],1.2913868427276611
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,Received disconnect from <*>: <*>: Bye Bye [preauth],1.2699148654937744
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,Received disconnect from <*>: <*>: Bye Bye [preauth],1.296743631362915
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,Received disconnect from <*>: <*>: Bye Bye [preauth],1.2840991020202637
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,Received disconnect from <*>: <*>: Bye Bye [preauth],1.2683148384094238
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,Received disconnect from <*>: <*>: Bye Bye [preauth],1.298511028289795
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,Received disconnect from <*>: <*>: Bye Bye [preauth],1.2959601879119873
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,Received disconnect from <*>: <*>: Bye Bye [preauth],1.2819914817810059
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,Received disconnect from <*>: <*>: Bye Bye [preauth],1.2849695682525635
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,Received disconnect from <*>: <*>: Bye Bye [preauth],1.294506549835205
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,Received disconnect from <*>: <*>: Bye Bye [preauth],1.2926263809204102
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,Received disconnect from <*>: <*>: Bye Bye [preauth],1.2932024002075195
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,Received disconnect from <*>: <*>: Bye Bye [preauth],1.3029730319976807
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,Received disconnect from <*>: <*>: Bye Bye [preauth],1.2859971523284912
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,Received disconnect from <*>: <*>: Bye Bye [preauth],1.2895922660827637
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,Received disconnect from <*>: <*>: Bye Bye [preauth],1.307279109954834
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,Received disconnect from <*>: <*>: Bye Bye [preauth],1.2857096195220947
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,Received disconnect from <*>: <*>: Bye Bye [preauth],1.3022682666778564
Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,Received disconnect from <*>: <*>: Bye Bye [preauth],1.2954249382019043
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,Received disconnect from <*>: <*>: Bye Bye [preauth],1.2837188243865967
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,Received disconnect from <*>: <*>: Bye Bye [preauth],1.2638037204742432
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,Received disconnect from <*>: <*>: Bye Bye [preauth],1.2872977256774902
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,Received disconnect from <*>: <*>: Bye Bye [preauth],1.2995779514312744
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,Received disconnect from <*>: <*>: Bye Bye [preauth],1.2987935543060303
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,Received disconnect from <*>: <*>: Bye Bye [preauth],1.293360710144043
Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,Received disconnect from <*>: <*>: Bye Bye [preauth],1.3093512058258057
Received disconnect from 183.136.162.51: 11: Bye Bye [preauth],Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,Unseen,Received disconnect from <*>: <*>: Bye Bye [preauth],1.2874784469604492
Connection closed by 191.210.223.172 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,Connection closed by <*> [preauth],0.7112395763397217
error: Received disconnect from 195.154.37.122: 3: com.jcraft.jsch.JSchException: Auth fail [preauth],error: Received disconnect from <*>: <*>: com.jcraft.jsch.JSchException: Auth fail [preauth],OpenSSH,Unseen,error: Received disconnect from <*>: <*>: com.jcraft.jsch.JSchException: Auth fail [preauth],2.163439989089966
error: Received disconnect from 195.154.37.122: 3: com.jcraft.jsch.JSchException: Auth fail [preauth],error: Received disconnect from <*>: <*>: com.jcraft.jsch.JSchException: Auth fail [preauth],OpenSSH,Unseen,error: Received disconnect from <*>: <*>: com.jcraft.jsch.JSchException: Auth fail [preauth],2.1307294368743896
Connection closed by 194.190.163.22 [preauth],Connection closed by <*> [preauth],OpenSSH,Unseen,Connection closed by <*> [preauth],0.7167661190032959
