Content,EventTemplate,Dataset,Category,Unseen_Mistral_FT_BGL_3,Inference_time_3
generating core.2275,generating core.<*>,BGL,Unseen,generating core.<*>,0.43976736068725586
generating core.862,generating core.<*>,BGL,Unseen,generating core.<*>,0.43509697914123535
generating core.728,generating core.<*>,BGL,Unseen,generating core.<*>,0.4352273941040039
generating core.775,generating core.<*>,BGL,Unseen,generating core.<*>,0.4325745105743408
generating core.3276,generating core.<*>,BGL,Unseen,generating core.<*>,0.43701672554016113
generating core.1717,generating core.<*>,BGL,Unseen,generating core.<*>,0.44080328941345215
generating core.3919,generating core.<*>,BGL,Unseen,generating core.<*>,0.4357271194458008
generating core.2079,generating core.<*>,BGL,Unseen,generating core.<*>,0.4338340759277344
generating core.1414,generating core.<*>,BGL,Unseen,generating core.<*>,0.43415021896362305
generating core.3055,generating core.<*>,BGL,Unseen,generating core.<*>,0.4449894428253174
generating core.201,generating core.<*>,BGL,Unseen,generating core.<*>,0.43921780586242676
generating core.1125,generating core.<*>,BGL,Unseen,generating core.<*>,0.4335780143737793
generating core.412,generating core.<*>,BGL,Unseen,generating core.<*>,0.4353780746459961
generating core.7828,generating core.<*>,BGL,Unseen,generating core.<*>,0.4393789768218994
generating core.5570,generating core.<*>,BGL,Unseen,generating core.<*>,0.438535213470459
generating core.8275,generating core.<*>,BGL,Unseen,generating core.<*>,0.4474830627441406
generating core.4183,generating core.<*>,BGL,Unseen,generating core.<*>,0.4403669834136963
generating core.6545,generating core.<*>,BGL,Unseen,generating core.<*>,0.4357144832611084
generating core.4245,generating core.<*>,BGL,Unseen,generating core.<*>,0.44238877296447754
generating core.6884,generating core.<*>,BGL,Unseen,generating core.<*>,0.4395301342010498
generating core.6471,generating core.<*>,BGL,Unseen,generating core.<*>,0.437530517578125
generating core.4155,generating core.<*>,BGL,Unseen,generating core.<*>,0.4254024028778076
generating core.449,generating core.<*>,BGL,Unseen,generating core.<*>,0.4262220859527588
generating core.6990,generating core.<*>,BGL,Unseen,generating core.<*>,0.43636655807495117
generating core.4876,generating core.<*>,BGL,Unseen,generating core.<*>,0.4335465431213379
generating core.2218,generating core.<*>,BGL,Unseen,generating core.<*>,0.4351029396057129
generating core.7518,generating core.<*>,BGL,Unseen,generating core.<*>,0.43287205696105957
generating core.5854,generating core.<*>,BGL,Unseen,generating core.<*>,0.43332958221435547
generating core.7457,generating core.<*>,BGL,Unseen,generating core.<*>,0.43213486671447754
generating core.6896,generating core.<*>,BGL,Unseen,generating core.<*>,0.4340994358062744
generating core.3488,generating core.<*>,BGL,Unseen,generating core.<*>,0.43563413619995117
generating core.1172,generating core.<*>,BGL,Unseen,generating core.<*>,0.433596134185791
generating core.2286,generating core.<*>,BGL,Unseen,generating core.<*>,0.4338717460632324
generating core.786,generating core.<*>,BGL,Unseen,generating core.<*>,0.4332897663116455
generating core.2680,generating core.<*>,BGL,Unseen,generating core.<*>,0.43411755561828613
generating core.1524,generating core.<*>,BGL,Unseen,generating core.<*>,0.43667078018188477
generating core.4937,generating core.<*>,BGL,Unseen,generating core.<*>,0.4342632293701172
generating core.6801,generating core.<*>,BGL,Unseen,generating core.<*>,0.4444770812988281
generating core.4368,generating core.<*>,BGL,Unseen,generating core.<*>,0.4464986324310303
generating core.851,generating core.<*>,BGL,Unseen,generating core.<*>,0.4430832862854004
generating core.1744,generating core.<*>,BGL,Unseen,generating core.<*>,0.4394645690917969
generating core.1588,generating core.<*>,BGL,Unseen,generating core.<*>,0.45415639877319336
generating core.5307,generating core.<*>,BGL,Unseen,generating core.<*>,0.44686365127563477
